periode_data,periode_pemantauan,bulan_sampling,titik_sampel,nama_sungai,alamat,latitude,longitude,jenis_parameter,parameter,baku_mutu,hasil_pengukuran
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Nitrat,10.0,1.31
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Nitrit,0.06,0.01
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Biologi,Fecal Coliform,1000.0,8000.0
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Fisika,Warna,50.0,17.0
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Kimia,Sulfat,300.0,28.7
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Kimia,Klorida,300.0,13.62
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Kimia,Amoniak,0.2,0.16
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Kimia,Total N,15.0,2.11
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Kimia,Ni,0.05,0.02
2024,Periode 3,8,TRB 1,Tarum Barat,Jl. Kalimalang Batas DKI Jakarta Ruko Caman,-6.249899493,106.9529476,Kimia,Sianida,0.02,0.019
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Fisika,TDS,1000.0,158.9
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Fisika,TSS,50.0,82.0
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,pH,6.9,7.135
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,BOD,3.0,2.19
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,COD,25.0,14.6
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,DO,4.0,3.35
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Nitrat,10.0,2.0
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Nitrit,0.06,0.1
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Total P,0.2,0.12
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,F,1.5,0.11
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,H2S,0.002,0.005
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Klorin Bebas n In Situ,0.03,0.0
2024,Periode 3,8,SPK 3,Sepak,Jl. Inspeksi Cengkareng Drain Taman Kota,-6.166694,106.747964,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Cd,0.01,0.004
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Zn,0.05,0.02
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Cu,0.02,0.009
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Pb,0.03,0.009
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Cr6,0.05,0.011
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,MBAS,0.2,0.04
2024,Periode 4,10,CKG 2,Cakung,Jembatan Dharma Jaya,-6.188306,106.933917,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Biologi,Total Coliform,5000.0,1100.0
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Biologi,Fecal Coliform,1000.0,500.0
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Fisika,Warna,50.0,6.0
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Sulfat,300.0,37.7
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Klorida,300.0,13.92
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Amoniak,0.2,0.08
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Total N,15.0,1.71
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,MBAS,0.2,0.16
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Fenol,0.005,0.016
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Biologi,Total Coliform,5000.0,30000000.0
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Biologi,Fecal Coliform,1000.0,22000000.0
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Fisika,Warna,50.0,237.0
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Sulfat,300.0,21.1
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Klorida,300.0,58.96
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Amoniak,0.2,18.5
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Total N,15.0,30.64
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Ni,0.05,0.02
2024,Periode 4,10,BRN 3,Buaran,Jl. Penggilingan Pusat Industri Kecil,-6.205758,106.927842,Kimia,Sianida,0.02,0.025
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Fisika,TDS,1000.0,346.6
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,pH,6.9,7.365
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,BOD,3.0,48.43
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,COD,25.0,306.0
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,DO,4.0,2.05
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Nitrat,10.0,1.8
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Nitrit,0.06,0.03
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Total P,0.2,1.97
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,F,1.5,0.07
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,H2S,0.002,0.105
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Klorin Bebas n In Situ,0.03,0.0
2024,Periode 4,10,CKG 3,Cakung,Jl. Raya Bekasi United Traktor,-6.18375,106.928806,Kimia,Hg,0.002,0.0001
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Cd,0.01,0.004
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Zn,0.05,0.009
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Cu,0.02,0.009
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Pb,0.03,0.02
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Cr6,0.05,0.096
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,MBAS,0.2,0.1
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Fenol,0.005,0.024
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Biologi,Total Coliform,5000.0,28000000.0
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Biologi,Fecal Coliform,1000.0,14000000.0
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Fisika,Warna,50.0,106.0
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Sulfat,300.0,8.8
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Klorida,300.0,66.63
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,BOD,3.0,44.27
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,COD,25.0,238.0
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,DO,4.0,0.7
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Nitrat,10.0,1.1
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Nitrit,0.06,0.2
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Total P,0.2,1.55
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,F,1.5,0.26
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,H2S,0.002,0.112
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Klorin Bebas n In Situ,0.03,0.02
2024,Periode 4,10,CLW1 5,Ciliwung,Kampung Melayu Dalam,-6.228147,106.864621,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Cd,0.01,0.004
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Zn,0.05,0.06
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Cu,0.02,0.009
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Fisika,TSS,50.0,56.0
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Pb,0.03,0.009
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Cr6,0.05,0.024
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,MBAS,0.2,0.41
2024,Periode 3,8,PTK 1,Petukangan,Kawasan PT JIEP,-6.211444,106.911778,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Biologi,Total Coliform,5000.0,1600000.0
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Biologi,Fecal Coliform,1000.0,1600000.0
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Fisika,Warna,50.0,34.0
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Sulfat,300.0,8.17
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Klorida,300.0,52.9
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Amoniak,0.2,20.85
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Total N,15.0,25.2
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Ni,0.05,0.02
2024,Periode 3,8,MPG 2,Mampang,Dekat pintu keluar RSUD Pasar Minggu,-6.293141,106.819503,Kimia,Sianida,0.02,0.034
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Fisika,TDS,1000.0,170.1
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Fisika,TSS,50.0,33.0
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,pH,6.9,7.21
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,BOD,3.0,15.64
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,COD,25.0,89.0
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,DO,4.0,1.35
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,Nitrat,10.0,1.2
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,Nitrit,0.06,0.14
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,Total P,0.2,0.38
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,F,1.5,0.37
2024,Periode 3,8,MPG 3,Mampang,Jl. RM Harsono Pasar Minggu,-6.285606,106.83517,Kimia,H2S,0.002,0.032
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Total P,0.2,0.88
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,F,1.5,0.11
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,H2S,0.002,0.009
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Klorin Bebas n In Situ,0.03,0.015
2024,Periode 3,8,STR 1,Sunter,Jl. Pondok Rangon,-6.345091,106.917216,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Cd,0.01,0.004
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Zn,0.05,0.009
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Cu,0.02,0.009
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Pb,0.03,0.009
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Cr6,0.05,0.018
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,MBAS,0.2,0.02
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Fenol,0.005,0.002
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Biologi,Total Coliform,5000.0,90000.0
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Biologi,Fecal Coliform,1000.0,30000.0
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Fisika,Warna,50.0,13.0
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Sulfat,300.0,12.7
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Klorida,300.0,46.36
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Amoniak,0.2,7.98
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Total N,15.0,5.54
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Ni,0.05,0.02
2024,Periode 3,8,KNT 3,Kanal Timur,BKT Pintu Air Marunda,-6.109212794,106.9694954,Kimia,Sianida,0.02,0.015
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Fisika,TDS,1000.0,136.3
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Fisika,TSS,50.0,12.0
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,pH,6.9,7.205
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,BOD,3.0,6.02
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,COD,25.0,29.9
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,DO,4.0,2.05
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Nitrat,10.0,1.9
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Nitrit,0.06,0.18
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Total P,0.2,0.25
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,F,1.5,0.14
2024,Periode 4,10,CKG 4,Cakung,Jl. Inpeksi Cakung Drain,-6.158057,106.935912,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Klorin Bebas n In Situ,0.03,0.015
2024,Periode 4,10,CLW2 2,Ciliwung,Jl. KH Mas Mansyur Karet Tengsin,-6.200984,106.815148,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Cd,0.01,0.004
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Zn,0.05,0.009
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Cu,0.02,0.009
2024,Periode 3,8,KRT 1,Krukut,Jl. Raya Pondok LABU,-6.31101,106.807974,Kimia,Pb,0.03,0.009
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Ni,0.05,0.02
2024,Periode 3,8,TRB 2,Tarum Barat,Jl. Kalimalang Universitas Borobudur,-6.2425,106.897076,Kimia,Sianida,0.02,0.01
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Fisika,TDS,1000.0,160.1
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Fisika,TSS,50.0,100.0
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,pH,6.9,7.095
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,BOD,3.0,12.0
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,COD,25.0,41.0
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,DO,4.0,3.3
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Nitrat,10.0,1.7
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Nitrit,0.06,0.09
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Total P,0.2,0.11
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,F,1.5,0.11
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,H2S,0.002,0.005
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Klorin Bebas n In Situ,0.03,0.0
2024,Periode 3,8,SKR 1,Sekertaris,Jl. Raya Pos Pengumben,-6.216278,106.773667,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Cd,0.01,0.004
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Zn,0.05,0.01
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Cu,0.02,0.009
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Pb,0.03,0.009
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Cr6,0.05,0.014
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Minyak dan Lemak,1.0,0.53
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,MBAS,0.2,0.02
2024,Periode 3,8,SKR 2,Sekertaris,Jl. Arjuna Utara,-6.185175,106.7825694,Kimia,Hg,0.002,0.0001
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Biologi,Total Coliform,5000.0,2200.0
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Biologi,Fecal Coliform,1000.0,500.0
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Fisika,Warna,50.0,7.0
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Sulfat,300.0,41.7
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Klorida,300.0,13.97
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Amoniak,0.2,0.07
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Total N,15.0,3.33
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Ni,0.05,0.02
2024,Periode 3,8,TRB 3,Tarum Barat,Jl. Kalimalang Jembatan Serong,-6.239885363,106.8806538,Kimia,Sianida,0.02,0.021
2024,Periode 4,10,ANK 1,Angke,Jl. Duri Kosambi Ciledug,-6.175882,106.728695,Fisika,TDS,1000.0,188.6
2024,Periode 4,10,ANK 1,Angke,Jl. Duri Kosambi Ciledug,-6.175882,106.728695,Fisika,TSS,50.0,28.0
2024,Periode 4,10,ANK 1,Angke,Jl. Duri Kosambi Ciledug,-6.175882,106.728695,Kimia,pH,6.9,6.935
2024,Periode 4,10,ANK 1,Angke,Jl. Duri Kosambi Ciledug,-6.175882,106.728695,Kimia,BOD,3.0,16.06
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Amoniak,0.2,18.05
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Total N,15.0,28.93
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Ni,0.05,0.02
2024,Periode 4,10,BRN 4,Buaran,Jl. Penggilingan United Traktor,-6.187639,106.929722,Kimia,Sianida,0.02,0.038
