periode_data,tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,usia,jenis_kelamin,jumlah_penduduk
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,60-64,Perempuan,448
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,65-69,Perempuan,286
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,65-69,Perempuan,271
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,65-69,Perempuan,243
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,65-69,Perempuan,375
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,65-69,Perempuan,86
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,65-69,Perempuan,446
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,65-69,Perempuan,269
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,65-69,Perempuan,507
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,65-69,Perempuan,181
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,65-69,Perempuan,218
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,65-69,Perempuan,625
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,65-69,Perempuan,625
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,65-69,Perempuan,561
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,65-69,Perempuan,605
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,65-69,Perempuan,471
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,65-69,Perempuan,583
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,65-69,Perempuan,270
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,65-69,Perempuan,284
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,65-69,Perempuan,164
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,65-69,Perempuan,377
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,65-69,Perempuan,177
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,65-69,Perempuan,392
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,65-69,Perempuan,330
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,65-69,Perempuan,522
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,65-69,Perempuan,315
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,65-69,Perempuan,263
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,65-69,Perempuan,233
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,65-69,Perempuan,177
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,65-69,Perempuan,133
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,65-69,Perempuan,109
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,65-69,Perempuan,137
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,65-69,Perempuan,115
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,65-69,Perempuan,179
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,65-69,Perempuan,385
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,65-69,Perempuan,153
2013,2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,70-74,Perempuan,20
2013,2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,70-74,Perempuan,5
2013,2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,70-74,Perempuan,25
2013,2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,70-74,Perempuan,27
2013,2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,70-74,Perempuan,18
2013,2013,PROVINSI DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,70-74,Perempuan,11
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,70-74,Perempuan,32
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,70-74,Perempuan,142
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,35-39,Perempuan,428
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,35-39,Perempuan,165
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,35-39,Perempuan,717
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,35-39,Perempuan,178
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,35-39,Perempuan,1138
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,35-39,Perempuan,1078
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,35-39,Perempuan,1780
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,35-39,Perempuan,1721
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,35-39,Perempuan,1041
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,35-39,Perempuan,613
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,35-39,Perempuan,1878
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,35-39,Perempuan,1255
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,35-39,Perempuan,1060
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,35-39,Perempuan,2013
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,35-39,Perempuan,5535
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,35-39,Perempuan,517
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,35-39,Perempuan,1631
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,35-39,Perempuan,4468
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,35-39,Perempuan,2264
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,35-39,Perempuan,2025
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,35-39,Perempuan,3427
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,35-39,Perempuan,2290
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,35-39,Perempuan,1749
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,35-39,Perempuan,3009
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,35-39,Perempuan,3710
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,35-39,Perempuan,2608
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,35-39,Perempuan,1767
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,35-39,Perempuan,3954
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,35-39,Perempuan,3342
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,35-39,Perempuan,2064
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,35-39,Perempuan,2235
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,35-39,Perempuan,2420
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,35-39,Perempuan,2614
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,35-39,Perempuan,3376
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,35-39,Perempuan,1207
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,35-39,Perempuan,4096
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,35-39,Perempuan,1683
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,35-39,Perempuan,1876
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,35-39,Perempuan,3579
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,35-39,Perempuan,1935
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,35-39,Perempuan,4264
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,35-39,Perempuan,1380
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,35-39,Perempuan,1744
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,35-39,Perempuan,2596
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,35-39,Perempuan,2022
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,35-39,Perempuan,1774
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,35-39,Perempuan,1484
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,35-39,Perempuan,2616
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,35-39,Perempuan,2791
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,35-39,Perempuan,1727
2013,2013,PROVINSI DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,35-39,Perempuan,2186
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,35-39,Perempuan,1638
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,35-39,Perempuan,1542
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,35-39,Perempuan,1336
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,35-39,Perempuan,1061
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,35-39,Perempuan,873
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,35-39,Perempuan,1810
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,35-39,Perempuan,1836
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,35-39,Perempuan,2200
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,CIPINANG,35-39,Perempuan,2124
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,35-39,Perempuan,1190
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,35-39,Perempuan,2057
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,35-39,Perempuan,2418
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,35-39,Perempuan,1797
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,35-39,Perempuan,1154
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,35-39,Perempuan,2064
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,35-39,Perempuan,466
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,35-39,Perempuan,1008
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,35-39,Perempuan,1758
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,35-39,Perempuan,2953
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,35-39,Perempuan,1682
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,35-39,Perempuan,2409
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,35-39,Perempuan,1799
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,35-39,Perempuan,2135
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,35-39,Perempuan,1210
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,35-39,Perempuan,2417
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,35-39,Perempuan,1425
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,35-39,Perempuan,2141
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,35-39,Perempuan,1800
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,35-39,Perempuan,1804
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,35-39,Perempuan,1341
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,35-39,Perempuan,1998
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,35-39,Perempuan,1951
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,35-39,Perempuan,2060
2013,2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,35-39,Perempuan,4775
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,60-64,Perempuan,457
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,60-64,Perempuan,167
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,60-64,Perempuan,82
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,60-64,Perempuan,251
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,60-64,Perempuan,63
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,60-64,Perempuan,358
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,60-64,Perempuan,286
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,60-64,Perempuan,420
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,60-64,Perempuan,493
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,60-64,Perempuan,450
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,60-64,Perempuan,245
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,60-64,Perempuan,590
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,60-64,Perempuan,300
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,60-64,Perempuan,259
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,60-64,Perempuan,646
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,60-64,Perempuan,4051
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,60-64,Perempuan,474
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,60-64,Perempuan,1273
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,60-64,Perempuan,3306
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,60-64,Perempuan,1746
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,60-64,Perempuan,1832
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,60-64,Perempuan,2408
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,60-64,Perempuan,1704
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,60-64,Perempuan,1401
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,60-64,Perempuan,2607
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,60-64,Perempuan,3124
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,60-64,Perempuan,2234
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,60-64,Perempuan,1329
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,60-64,Perempuan,3007
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,60-64,Perempuan,2667
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,60-64,Perempuan,1643
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,60-64,Perempuan,1538
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,60-64,Perempuan,1641
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,60-64,Perempuan,1793
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,60-64,Perempuan,2184
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,60-64,Perempuan,891
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,60-64,Perempuan,2750
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,60-64,Perempuan,1685
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,60-64,Perempuan,1482
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,60-64,Perempuan,3201
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,60-64,Perempuan,1687
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,60-64,Perempuan,3195
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,60-64,Perempuan,1048
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,70-74,Perempuan,132
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,70-74,Perempuan,116
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,70-74,Perempuan,100
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,GAMBIR,DURI PULO,70-74,Perempuan,156
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,70-74,Perempuan,147
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,70-74,Perempuan,199
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,70-74,Perempuan,187
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,70-74,Perempuan,184
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,70-74,Perempuan,188
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,70-74,Perempuan,163
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,70-74,Perempuan,186
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,70-74,Perempuan,147
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,70-74,Perempuan,289
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,70-74,Perempuan,169
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,70-74,Perempuan,306
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,70-74,Perempuan,227
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,70-74,Perempuan,179
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,70-74,Perempuan,40
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,70-74,Perempuan,76
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,70-74,Perempuan,142
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,70-74,Perempuan,193
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,70-74,Perempuan,105
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,70-74,Perempuan,146
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,70-74,Perempuan,267
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,70-74,Perempuan,285
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,70-74,Perempuan,166
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,70-74,Perempuan,149
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,70-74,Perempuan,144
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,70-74,Perempuan,57
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,GONDANGDIA,70-74,Perempuan,63
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,70-74,Perempuan,85
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,GELORA,70-74,Perempuan,28
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,70-74,Perempuan,161
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,70-74,Perempuan,111
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,70-74,Perempuan,170
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,70-74,Perempuan,172
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,70-74,Perempuan,170
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,70-74,Perempuan,90
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,70-74,Perempuan,285
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,70-74,Perempuan,144
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,GALUR,70-74,Perempuan,124
2013,2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,70-74,Perempuan,221
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,70-74,Perempuan,7039
2013,2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,35-39,Perempuan,2259
