periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa),ndvi,kategori
201603,2016-03-28,DKI3,60.0,,21.0,25.0,63.0,4.0,63,O3,29.1,23.4,4.3,13.0,12.7,299,20.53,26.3,89,43,1004.6,27.0,299,99,76,100,12,14.2,5.5,8.3,0.4,1006.2,1001.8,,SEDANG
201603,2016-03-28,DKI4,,,14.0,11.0,,9.0,14,SO2,29.4,23.7,5.9,14.0,12.7,292,21.42,26.6,88,43,1008.7,28.1,292,98,75,100,13,15.6,6.3,7.9,1.0,1010.3,1005.9,,BAIK
201603,2016-03-28,DKI5,63.0,,9.0,38.0,58.0,9.0,63,PM10,29.3,24.4,4.3,13.0,12.7,299,20.53,26.8,87,43,1011.3,27.0,299,95,79,100,12,14.2,5.5,8.3,0.4,1012.9,1008.4,,SEDANG
201603,2016-03-29,DKI1,55.0,,26.0,23.0,16.0,2.0,55,PM10,29.1,24.5,13.7,19.0,11.3,290,15.99,26.2,89,93,1012.3,26.6,290,96,76,100,72,14.9,5.4,7.6,0.0,1014.0,1009.9,,SEDANG
201603,2016-03-29,DKI2,35.0,,5.0,21.0,35.0,12.0,35,PM10,28.7,24.6,17.4,24.0,11.9,285,16.37,26.2,89,94,1012.1,27.4,285,95,78,100,73,15.6,6.2,7.2,0.4,1013.7,1009.6,,BAIK
201603,2016-03-29,DKI3,58.0,,21.0,18.0,93.0,4.0,93,O3,29.0,24.0,13.7,19.0,11.3,290,15.99,25.8,91,93,1004.7,26.6,290,98,76,100,72,14.9,5.4,7.6,0.0,1006.4,1002.4,,SEDANG
201603,2016-03-29,DKI4,,,15.0,6.0,53.0,8.0,53,O3,28.8,24.3,17.4,24.0,11.9,285,16.37,26.0,90,94,1008.9,27.4,285,98,77,100,73,15.6,6.2,7.2,0.4,1010.5,1006.4,,SEDANG
201603,2016-03-29,DKI5,49.0,,9.0,30.0,67.0,9.0,67,O3,29.0,24.5,13.7,19.0,11.3,290,15.99,26.2,89,93,1011.4,26.6,290,96,76,100,72,14.9,5.4,7.6,0.0,1013.1,1009.0,,SEDANG
201603,2016-03-30,DKI1,73.0,,27.0,30.0,15.0,2.0,73,PM10,28.4,24.0,11.3,19.0,11.2,328,14.68,25.9,89,92,1012.2,22.3,328,96,78,100,71,14.1,4.6,9.0,0.8,1014.1,1009.8,,SEDANG
201603,2016-03-30,DKI2,66.0,,24.0,36.0,39.0,20.0,66,PM10,28.1,24.1,16.2,19.0,11.5,312,13.78,25.9,89,91,1012.0,23.8,312,96,78,100,71,14.4,4.8,8.3,0.7,1013.9,1009.8,,SEDANG
201603,2016-03-30,DKI3,62.0,,24.0,22.0,64.0,5.0,64,O3,28.3,23.0,11.3,19.0,11.2,328,14.68,25.4,91,92,1004.6,22.3,328,99,78,100,71,14.1,4.6,9.0,0.8,1006.6,1002.3,,SEDANG
201603,2016-03-30,DKI4,71.0,,16.0,11.0,38.0,15.0,71,PM10,28.5,23.5,16.2,19.0,11.5,312,13.78,25.7,90,91,1008.8,23.8,312,98,76,100,71,14.4,4.8,8.3,0.7,1010.7,1006.6,,SEDANG
201603,2016-03-30,DKI5,74.0,,10.0,50.0,63.0,11.0,74,PM10,28.3,24.0,11.3,19.0,11.2,328,14.68,25.9,89,92,1011.3,22.3,328,96,78,100,71,14.1,4.6,9.0,0.8,1013.2,1008.9,,SEDANG
201603,2016-03-31,DKI1,60.0,,26.0,30.0,13.0,3.0,60,PM10,29.5,24.2,14.4,17.0,7.6,70,17.1,26.3,88,89,1011.0,22.0,70,97,75,100,59,11.3,3.8,5.4,1.0,1012.7,1008.8,,SEDANG
201603,2016-03-31,DKI2,68.0,,13.0,28.0,40.0,12.0,68,PM10,29.3,24.2,17.7,17.0,8.6,69,16.51,26.3,88,93,1010.8,22.7,69,97,76,100,73,10.8,3.7,5.0,0.7,1012.6,1008.7,,SEDANG
201603,2016-03-31,DKI3,73.0,,22.0,32.0,64.0,9.0,73,PM10,29.9,23.2,14.4,17.0,7.6,70,17.1,25.8,90,89,1003.5,22.0,70,100,74,100,59,11.3,3.8,5.4,1.0,1005.2,1001.3,,SEDANG
201603,2016-03-31,DKI4,81.0,,15.0,10.0,26.0,11.0,81,PM10,29.8,23.7,17.7,17.0,8.6,69,16.51,26.1,89,93,1007.6,22.7,69,99,74,100,73,10.8,3.7,5.0,0.7,1009.4,1005.5,,SEDANG
201603,2016-03-31,DKI5,78.0,,7.0,52.0,63.0,13.0,78,PM10,29.4,24.1,14.4,17.0,7.6,70,17.1,26.3,88,89,1010.1,22.0,70,97,75,100,59,11.3,3.8,5.4,1.0,1011.8,1007.9,,SEDANG
201601,2016-04-01,DKI1,58.0,,21.0,,46.0,5.0,58,PM10,28.9,24.4,12.3,21.0,11.1,57,16.74,26.2,90,90,1010.0,20.5,57,98,81,100,53,10.9,4.2,4.7,0.5,1012.1,1006.8,,SEDANG
201601,2016-04-01,DKI2,61.0,,27.0,21.0,103.0,24.0,103,O3,28.8,24.4,19.6,23.0,11.4,29,17.65,26.2,90,93,1009.8,22.3,29,97,81,100,67,11.3,4.4,5.8,0.0,1012.0,1006.7,,TIDAK SEHAT
201601,2016-04-01,DKI3,,,18.0,36.0,71.0,9.0,71,O3,29.2,23.2,12.3,21.0,11.1,57,16.74,25.7,92,90,1002.4,20.5,57,100,83,100,53,10.9,4.2,4.7,0.5,1004.5,999.3,,SEDANG
201601,2016-04-01,DKI4,61.0,,33.0,6.0,40.0,20.0,61,PM10,29.3,23.6,19.6,23.0,11.4,29,17.65,26.0,91,93,1006.5,22.3,29,99,82,100,67,11.3,4.4,5.8,0.0,1008.7,1003.5,,SEDANG
201601,2016-04-01,DKI5,51.0,,12.0,,67.0,8.0,67,O3,28.8,24.3,12.3,21.0,11.1,57,16.74,26.2,90,90,1009.0,20.5,57,98,81,100,53,10.9,4.2,4.7,0.5,1011.2,1005.9,,SEDANG
201602,2016-04-02,DKI1,61.0,,45.0,21.0,60.0,3.0,61,PM10,29.5,23.9,12.7,12.0,9.4,104,16.98,26.4,88,98,1010.6,24.8,104,97,75,100,94,11.5,4.7,4.7,0.4,1012.7,1008.0,,SEDANG
201602,2016-04-02,DKI2,52.0,,5.0,25.0,55.0,18.0,55,O3,29.4,24.0,10.8,11.0,8.1,123,16.64,26.4,88,98,1010.4,23.4,123,96,74,100,94,11.7,4.8,5.4,0.8,1012.6,1007.7,,SEDANG
201602,2016-04-02,DKI3,58.0,,13.0,25.0,49.0,,58,PM10,29.7,22.8,12.7,12.0,9.4,104,16.98,25.8,91,98,1003.0,24.8,104,100,78,100,94,11.5,4.7,4.7,0.4,1005.1,1000.5,,SEDANG
201602,2016-04-02,DKI4,68.0,,13.0,12.0,56.0,11.0,68,PM10,29.7,23.2,10.8,11.0,8.1,123,16.64,26.2,90,98,1007.2,23.4,123,99,75,100,94,11.7,4.8,5.4,0.8,1009.3,1004.5,,SEDANG
201602,2016-04-02,DKI5,,,,,,,0,,29.5,23.9,12.7,12.0,9.4,104,16.98,26.3,88,98,1009.7,24.8,104,97,75,100,94,11.5,4.7,4.7,0.4,1011.8,1007.1,,TIDAK ADA DATA
201603,2016-04-03,DKI1,41.0,,26.0,23.0,35.0,1.0,41,PM10,30.4,24.4,3.8,6.0,9.4,114,21.58,27.1,85,74,1010.8,23.8,114,96,69,100,18,12.0,4.8,5.0,1.4,1012.9,1008.3,,BAIK
201603,2016-04-03,DKI2,39.0,,3.0,24.0,34.0,12.0,39,PM10,30.4,24.4,6.5,4.0,9.4,119,22.27,27.1,84,76,1010.6,23.8,119,95,69,100,13,12.1,4.9,4.3,1.5,1012.7,1008.1,,BAIK
201603,2016-04-03,DKI3,68.0,,15.0,40.0,41.0,3.0,68,PM10,30.4,23.3,3.8,6.0,9.4,114,21.58,26.6,86,74,1003.2,23.8,114,99,68,100,18,12.0,4.8,5.0,1.4,1005.3,1000.8,,SEDANG
201603,2016-04-03,DKI4,60.0,,9.0,12.0,21.0,6.0,60,PM10,30.8,23.7,6.5,4.0,9.4,119,22.27,26.9,85,76,1007.4,23.8,119,98,67,100,13,12.1,4.9,4.3,1.5,1009.5,1004.9,,SEDANG
201603,2016-04-03,DKI5,40.0,,14.0,39.0,54.0,7.0,54,O3,30.3,24.3,3.8,6.0,9.4,114,21.58,27.1,85,74,1009.9,23.8,114,96,69,100,18,12.0,4.8,5.0,1.4,1012.0,1007.4,,SEDANG
201604,2016-04-04,DKI1,34.0,,27.0,28.0,21.0,5.0,34,PM10,30.7,24.5,7.5,12.0,11.6,101,20.31,26.9,87,83,1009.9,27.4,101,96,70,99,26,15.0,5.5,7.9,1.9,1012.5,1006.6,,BAIK
201604,2016-04-04,DKI2,38.0,,16.0,19.0,50.0,11.0,50,O3,30.5,24.5,9.6,13.0,12.1,105,20.16,26.9,86,85,1009.8,28.8,105,95,71,99,31,15.8,5.6,8.6,2.5,1012.3,1006.4,,BAIK
201604,2016-04-04,DKI3,38.0,,22.0,12.0,66.0,,66,O3,30.7,23.3,7.5,12.0,11.6,101,20.31,26.6,87,83,1002.4,27.4,101,99,71,99,26,15.0,5.5,7.9,1.9,1004.9,999.1,,SEDANG
201604,2016-04-04,DKI4,48.0,,16.0,6.0,44.0,8.0,48,PM10,30.7,23.6,9.6,13.0,12.1,105,20.16,26.7,86,85,1006.5,28.8,105,98,71,99,31,15.8,5.6,8.6,2.5,1009.0,1003.2,,BAIK
201604,2016-04-04,DKI5,50.0,,10.0,39.0,66.0,10.0,66,O3,30.7,24.4,7.5,12.0,11.6,101,20.31,26.8,87,83,1009.0,27.4,101,96,70,99,26,15.0,5.5,7.9,1.9,1011.6,1005.7,,SEDANG
201605,2016-04-05,DKI1,52.0,,30.0,27.0,12.0,1.0,52,PM10,29.2,24.5,11.5,13.0,9.2,105,19.12,26.7,88,82,1010.0,28.1,105,96,77,98,49,14.4,4.4,5.4,1.9,1012.0,1007.4,,SEDANG
201605,2016-04-05,DKI2,56.0,,11.0,19.0,35.0,8.0,56,PM10,29.2,24.5,14.5,13.0,8.4,112,19.48,26.8,87,80,1009.8,28.8,112,95,78,98,43,14.3,4.8,4.7,0.8,1011.8,1007.1,,SEDANG
201605,2016-04-05,DKI3,78.0,,24.0,47.0,54.0,9.0,78,PM10,29.7,23.0,11.5,13.0,9.2,105,19.12,26.3,89,82,1002.4,28.1,105,99,75,98,49,14.4,4.4,5.4,1.9,1004.5,999.9,,SEDANG
201605,2016-04-05,DKI4,75.0,,14.0,32.0,28.0,7.0,75,PM10,29.7,23.8,14.5,13.0,8.4,112,19.48,26.5,89,80,1006.6,28.8,112,98,76,98,43,14.3,4.8,4.7,0.8,1008.6,1003.9,,SEDANG
201605,2016-04-05,DKI5,57.0,,12.0,71.0,56.0,10.0,71,CO,29.1,24.4,11.5,13.0,9.2,105,19.12,26.7,88,82,1009.1,28.1,105,96,77,98,49,14.4,4.4,5.4,1.9,1011.1,1006.5,,SEDANG
201606,2016-04-06,DKI1,75.0,,28.0,34.0,35.0,5.0,75,PM10,30.3,24.1,5.3,10.0,9.8,97,21.52,27.1,85,70,1009.9,26.3,97,97,72,100,22,13.9,5.1,9.0,1.1,1012.0,1008.0,0.1585,SEDANG
201606,2016-04-06,DKI2,88.0,,16.0,36.0,81.0,18.0,88,PM10,30.2,24.3,5.1,9.0,11.0,96,21.91,27.1,84,70,1009.7,25.9,96,97,71,100,19,14.3,5.4,8.6,2.7,1011.8,1007.9,0.1849,SEDANG
201606,2016-04-06,DKI3,,,22.0,27.0,81.0,9.0,81,O3,30.5,22.7,5.3,10.0,9.8,97,21.52,26.4,88,70,1002.3,26.3,97,100,70,100,22,13.9,5.1,9.0,1.1,1004.4,1000.6,0.4927,SEDANG
201606,2016-04-06,DKI4,75.0,,20.0,30.0,74.0,9.0,75,PM10,30.5,23.3,5.1,9.0,11.0,96,21.91,26.8,86,70,1006.5,25.9,96,99,70,100,19,14.3,5.4,8.6,2.7,1008.6,1004.7,0.3248,SEDANG
201606,2016-04-06,DKI5,58.0,,10.0,61.0,85.0,16.0,85,O3,30.3,24.1,5.3,10.0,9.8,97,21.52,27.0,85,70,1009.0,26.3,97,97,72,100,22,13.9,5.1,9.0,1.1,1011.1,1007.1,0.3395,SEDANG
201607,2016-04-07,DKI1,44.0,,28.0,25.0,23.0,2.0,44,PM10,30.4,24.3,8.8,10.0,16.0,87,20.28,26.8,87,93,1009.8,29.5,87,97,70,100,68,14.7,6.6,6.8,1.0,1011.5,1007.5,,BAIK
201607,2016-04-07,DKI2,36.0,,26.0,21.0,40.0,11.0,40,O3,30.3,24.3,6.2,10.0,14.6,93,20.6,26.9,86,93,1009.7,28.4,93,97,69,100,72,14.9,6.8,7.9,2.1,1011.4,1007.2,,BAIK
201607,2016-04-07,DKI3,31.0,,21.0,18.0,55.0,,55,O3,30.5,23.0,8.8,10.0,16.0,87,20.28,26.3,89,93,1002.3,29.5,87,99,68,100,68,14.7,6.6,6.8,1.0,1003.9,1000.0,,SEDANG
201607,2016-04-07,DKI4,13.0,,17.0,12.0,37.0,6.0,37,O3,30.7,23.4,6.2,10.0,14.6,93,20.6,26.6,87,93,1006.4,28.4,93,99,67,100,72,14.9,6.8,7.9,2.1,1008.2,1004.0,,BAIK
201607,2016-04-07,DKI5,35.0,,8.0,49.0,46.0,7.0,49,CO,30.3,24.3,8.8,10.0,16.0,87,20.28,26.8,87,93,1008.9,29.5,87,97,70,100,68,14.7,6.6,6.8,1.0,1010.6,1006.6,,BAIK
201608,2016-04-08,DKI1,38.0,,30.0,29.0,40.0,4.0,40,O3,30.0,25.0,5.3,12.0,8.1,91,19.53,27.2,86,93,1010.0,23.8,91,95,74,100,62,12.6,4.7,5.4,0.5,1011.7,1007.4,,BAIK
201609,2016-04-08,DKI2,67.0,,42.0,23.0,53.0,18.0,67,PM10,30.0,25.1,1.9,10.0,8.2,79,20.42,27.3,85,96,1009.7,21.6,79,94,71,100,73,12.4,5.1,4.0,1.5,1011.5,1007.2,,SEDANG
201608,2016-04-08,DKI2,59.0,,15.0,29.0,133.0,15.0,133,O3,30.0,25.1,1.9,10.0,8.2,79,20.42,27.3,85,96,1009.7,21.6,79,94,71,100,73,12.4,5.1,4.0,1.5,1011.5,1007.2,,TIDAK SEHAT
201609,2016-04-08,DKI3,60.0,,24.0,16.0,53.0,3.0,60,PM10,29.7,23.9,5.3,12.0,8.1,91,19.53,26.6,88,93,1002.4,23.8,91,98,75,100,62,12.6,4.7,5.4,0.5,1004.2,999.9,,SEDANG
201608,2016-04-08,DKI3,62.0,,25.0,24.0,114.0,7.0,114,O3,29.7,23.9,5.3,12.0,8.1,91,19.53,26.6,88,93,1002.4,23.8,91,98,75,100,62,12.6,4.7,5.4,0.5,1004.2,999.9,,TIDAK SEHAT
201609,2016-04-08,DKI4,73.0,,26.0,17.0,52.0,17.0,73,PM10,30.1,24.6,1.9,10.0,8.2,79,20.42,27.0,86,96,1006.5,21.6,79,96,71,100,73,12.4,5.1,4.0,1.5,1008.3,1004.0,,SEDANG
201608,2016-04-08,DKI4,87.0,,21.0,23.0,106.0,11.0,106,O3,30.1,24.6,1.9,10.0,8.2,79,20.42,27.0,86,96,1006.5,21.6,79,96,71,100,73,12.4,5.1,4.0,1.5,1008.3,1004.0,,TIDAK SEHAT
201608,2016-04-08,DKI5,60.0,,10.0,49.0,101.0,8.0,101,O3,30.0,25.0,5.3,12.0,8.1,91,19.53,27.1,86,93,1009.0,23.8,91,95,74,100,62,12.6,4.7,5.4,0.5,1010.8,1006.5,,TIDAK SEHAT
201609,2016-04-08,DKI5,57.0,,9.0,42.0,69.0,5.0,69,O3,30.0,25.0,5.3,12.0,8.1,91,19.53,27.1,86,93,1009.0,23.8,91,95,74,100,62,12.6,4.7,5.4,0.5,1010.8,1006.5,,SEDANG
201609,2016-04-09,DKI1,,,29.0,27.0,23.0,3.0,29,SO2,31.0,24.9,10.4,5.0,9.5,214,19.69,27.3,85,89,1009.8,20.5,214,93,70,100,26,12.8,5.9,7.9,2.6,1011.6,1007.1,,BAIK
201610,2016-04-10,DKI1,66.0,,30.0,38.0,36.0,7.0,66,PM10,29.6,24.8,7.1,12.0,9.3,96,15.77,26.9,88,95,1009.6,22.0,96,95,77,100,70,13.0,5.4,4.0,2.6,1011.1,1007.5,,SEDANG
201610,2016-04-10,DKI2,62.0,,30.0,27.0,86.0,21.0,86,O3,29.4,24.9,7.8,13.0,8.4,97,15.8,26.9,87,95,1009.5,22.0,97,94,76,100,67,13.0,5.3,4.0,2.8,1010.9,1007.3,,SEDANG
201610,2016-04-10,DKI3,24.0,,26.0,15.0,117.0,22.0,117,O3,29.8,23.8,7.1,12.0,9.3,96,15.77,26.3,90,95,1002.1,22.0,96,99,77,100,70,13.0,5.4,4.0,2.6,1003.6,1000.0,,TIDAK SEHAT
201610,2016-04-10,DKI4,66.0,,22.0,18.0,72.0,12.0,72,O3,29.9,24.1,7.8,13.0,8.4,97,15.8,26.6,88,95,1006.3,22.0,97,97,74,100,67,13.0,5.3,4.0,2.8,1007.7,1004.1,,SEDANG
201610,2016-04-10,DKI5,59.0,,11.0,56.0,126.0,6.0,126,O3,29.5,24.7,7.1,12.0,9.3,96,15.77,26.8,88,95,1008.7,22.0,96,95,77,100,70,13.0,5.4,4.0,2.6,1010.2,1006.6,,TIDAK SEHAT
201611,2016-04-11,DKI1,60.0,,32.0,27.0,44.0,5.0,60,PM10,29.9,24.5,6.8,12.0,7.7,329,19.18,26.9,88,95,1009.7,22.7,329,98,77,100,61,11.3,3.6,6.1,1.5,1011.6,1007.4,,SEDANG
201611,2016-04-11,DKI2,61.0,,29.0,27.0,126.0,16.0,126,O3,29.9,24.5,8.4,13.0,8.7,335,18.91,26.9,88,96,1009.5,23.4,335,98,77,100,62,11.1,3.5,5.4,0.7,1011.4,1007.2,,TIDAK SEHAT
201611,2016-04-11,DKI3,64.0,,28.0,15.0,120.0,8.0,120,O3,30.2,23.6,6.8,12.0,7.7,329,19.18,26.5,91,95,1002.1,22.7,329,100,79,100,61,11.3,3.6,6.1,1.5,1004.1,999.9,,TIDAK SEHAT
201611,2016-04-11,DKI4,61.0,,,16.0,94.0,16.0,94,O3,30.3,24.1,8.4,13.0,8.7,335,18.91,26.8,90,96,1006.3,23.4,335,99,78,100,62,11.1,3.5,5.4,0.7,1008.2,1004.0,,SEDANG
201611,2016-04-11,DKI5,52.0,,12.0,37.0,105.0,5.0,105,O3,29.9,24.5,6.8,12.0,7.7,329,19.18,26.9,88,95,1008.8,22.7,329,98,77,100,61,11.3,3.6,6.1,1.5,1010.7,1006.5,,TIDAK SEHAT
201612,2016-04-12,DKI1,38.0,,31.0,17.0,7.0,1.0,38,PM10,30.0,24.8,20.6,14.0,8.3,231,16.48,26.7,88,93,1009.2,27.0,231,96,74,100,58,12.1,3.9,4.7,1.0,1010.9,1006.9,,BAIK
201604,2016-04-13,DKI1,51.0,,26.0,25.0,14.0,2.0,51,PM10,30.5,24.5,2.4,5.0,7.9,229,19.18,27.2,85,88,1009.4,22.3,229,96,72,100,51,12.9,4.9,5.8,2.4,1011.2,1006.8,,SEDANG
201604,2016-04-13,DKI2,54.0,,10.0,25.0,47.0,20.0,54,PM10,30.4,24.6,7.6,7.0,8.0,235,19.38,27.2,85,89,1009.2,21.6,235,96,72,100,51,12.7,4.3,5.8,1.1,1011.0,1006.9,,SEDANG
201604,2016-04-13,DKI3,64.0,,22.0,19.0,70.0,6.0,70,O3,30.2,23.6,2.4,5.0,7.9,229,19.18,26.8,86,88,1001.9,22.3,229,99,74,100,51,12.9,4.9,5.8,2.4,1003.7,999.4,,SEDANG
201604,2016-04-13,DKI4,71.0,,18.0,9.0,34.0,13.0,71,PM10,30.7,24.0,7.6,7.0,8.0,235,19.38,27.0,86,89,1006.0,21.6,235,99,72,100,51,12.7,4.3,5.8,1.1,1007.8,1003.7,,SEDANG
201604,2016-04-13,DKI5,55.0,,11.0,34.0,65.0,9.0,65,O3,30.4,24.5,2.4,5.0,7.9,229,19.18,27.2,85,88,1008.5,22.3,229,96,72,100,51,12.9,4.9,5.8,2.4,1010.3,1005.9,,SEDANG
201604,2016-04-14,DKI1,62.0,,27.0,29.0,14.0,3.0,62,PM10,31.4,25.0,8.3,11.0,8.2,223,20.11,27.2,86,88,1009.4,22.0,223,96,68,100,24,12.4,4.3,6.5,1.8,1011.3,1007.1,,SEDANG
201604,2016-04-14,DKI2,73.0,,16.0,39.0,123.0,18.0,123,O3,31.3,25.0,14.0,12.0,7.7,219,20.08,27.2,86,87,1009.2,22.0,219,95,68,100,18,12.8,4.1,6.1,1.3,1011.0,1006.9,,TIDAK SEHAT
201604,2016-04-14,DKI3,62.0,,22.0,27.0,117.0,8.0,117,O3,31.8,23.6,8.3,11.0,8.2,223,20.11,26.6,88,88,1001.8,22.0,223,99,66,100,24,12.4,4.3,6.5,1.8,1003.7,999.7,,TIDAK SEHAT
201604,2016-04-14,DKI4,72.0,,18.0,8.0,86.0,9.0,86,O3,31.8,24.1,14.0,12.0,7.7,219,20.08,26.9,87,87,1006.0,22.0,219,98,67,100,18,12.8,4.1,6.1,1.3,1007.8,1003.8,,SEDANG
201604,2016-04-14,DKI5,52.0,,9.0,41.0,63.0,14.0,63,O3,31.3,24.9,8.3,11.0,8.2,223,20.11,27.2,86,88,1008.5,22.0,223,96,68,100,24,12.4,4.3,6.5,1.8,1010.4,1006.2,,SEDANG
201604,2016-04-15,DKI1,63.0,,27.0,40.0,18.0,3.0,63,PM10,29.0,24.4,13.1,15.0,5.8,112,15.63,26.4,89,99,1010.1,20.9,112,96,78,100,94,12.4,4.2,6.5,1.9,1011.7,1008.5,,SEDANG
201604,2016-04-15,DKI2,57.0,,12.0,33.0,117.0,20.0,117,O3,28.9,24.5,13.4,17.0,6.9,112,15.9,26.4,89,99,1009.9,20.2,112,96,79,100,95,12.8,4.5,7.2,1.6,1011.6,1008.4,,TIDAK SEHAT
201604,2016-04-15,DKI3,,,,,,,0,,29.2,23.6,13.1,15.0,5.8,112,15.63,25.9,92,99,1002.5,20.9,112,99,80,100,94,12.4,4.2,6.5,1.9,1004.2,1001.0,,TIDAK ADA DATA
201604,2016-04-15,DKI4,65.0,,14.0,10.0,78.0,10.0,78,O3,29.1,23.8,13.4,17.0,6.9,112,15.9,26.2,90,99,1006.7,20.2,112,98,77,100,95,12.8,4.5,7.2,1.6,1008.4,1005.2,,SEDANG
201604,2016-04-15,DKI5,57.0,,8.0,62.0,71.0,22.0,71,O3,29.0,24.4,13.1,15.0,5.8,112,15.63,26.4,89,99,1009.1,20.9,112,96,78,100,94,12.4,4.2,6.5,1.9,1010.8,1007.6,,SEDANG
201604,2016-04-16,DKI1,59.0,,27.0,33.0,19.0,2.0,59,PM10,30.4,24.6,7.4,11.0,7.7,98,17.84,27.0,86,85,1009.4,25.6,98,97,69,100,44,13.9,5.4,6.5,1.5,1011.1,1006.6,,SEDANG
201604,2016-04-16,DKI2,60.0,,14.0,22.0,55.0,12.0,60,PM10,30.5,24.6,8.4,10.0,8.7,106,18.02,27.0,86,84,1009.2,25.6,106,97,69,100,52,14.4,5.7,6.1,1.8,1010.9,1006.5,,SEDANG
201604,2016-04-16,DKI3,,,,,,,0,,30.3,23.3,7.4,11.0,7.7,98,17.84,26.4,88,85,1001.8,25.6,98,100,69,100,44,13.9,5.4,6.5,1.5,1003.6,999.2,,TIDAK ADA DATA
201604,2016-04-16,DKI4,55.0,,15.0,13.0,51.0,8.0,55,PM10,30.7,23.9,8.4,10.0,8.7,106,18.02,26.8,87,84,1006.0,25.6,106,99,68,100,52,14.4,5.7,6.1,1.8,1007.7,1003.3,,SEDANG
201604,2016-04-16,DKI5,69.0,,9.0,58.0,78.0,16.0,78,O3,30.4,24.5,7.4,11.0,7.7,98,17.84,26.9,86,85,1008.4,25.6,98,97,69,100,44,13.9,5.4,6.5,1.5,1010.2,1005.7,,SEDANG
201604,2016-04-17,DKI1,43.0,,27.0,23.0,18.0,2.0,43,PM10,28.7,24.5,18.9,16.0,12.6,92,13.36,26.2,89,89,1009.6,27.7,92,96,79,100,53,16.5,7.4,8.6,2.1,1011.4,1007.5,,BAIK
201604,2016-04-17,DKI2,45.0,,7.0,18.0,52.0,9.0,52,O3,28.5,24.5,22.9,16.0,12.2,97,13.6,26.3,89,88,1009.4,28.4,97,96,80,100,42,16.6,7.7,8.3,1.5,1011.2,1007.4,,SEDANG
201604,2016-04-17,DKI3,56.0,,23.0,21.0,78.0,4.0,78,O3,29.3,23.6,18.9,16.0,12.6,92,13.36,25.7,91,89,1002.0,27.7,92,98,76,100,53,16.5,7.4,8.6,2.1,1003.8,1000.0,,SEDANG
201604,2016-04-17,DKI4,65.0,,14.0,16.0,31.0,7.0,65,PM10,29.2,24.1,22.9,16.0,12.2,97,13.6,26.0,90,88,1006.2,28.4,97,97,77,100,42,16.6,7.7,8.3,1.5,1008.0,1004.2,,SEDANG
201604,2016-04-17,DKI5,49.0,,8.0,38.0,55.0,11.0,55,O3,28.6,24.5,18.9,16.0,12.6,92,13.36,26.2,89,89,1008.7,27.7,92,96,79,100,53,16.5,7.4,8.6,2.1,1010.5,1006.6,,SEDANG
201604,2016-04-18,DKI1,34.0,,27.0,33.0,23.0,3.0,34,PM10,31.1,24.1,5.4,6.0,8.6,112,20.59,27.1,86,57,1009.4,18.7,112,97,69,95,7,13.6,5.4,9.0,3.3,1011.0,1006.5,,BAIK
201604,2016-04-18,DKI2,47.0,,16.0,31.0,58.0,17.0,58,O3,31.1,24.2,5.6,6.0,9.0,109,19.91,27.1,86,57,1009.2,19.1,109,97,69,97,7,13.6,5.3,8.3,2.9,1010.8,1006.3,,SEDANG
201604,2016-04-18,DKI3,32.0,,22.0,16.0,75.0,,75,O3,31.5,22.9,5.4,6.0,8.6,112,20.59,26.5,87,57,1001.8,18.7,112,99,68,95,7,13.6,5.4,9.0,3.3,1003.5,999.1,,SEDANG
201604,2016-04-18,DKI4,39.0,,15.0,23.0,,7.0,39,PM10,31.5,23.4,5.6,6.0,9.0,109,19.91,26.8,87,57,1006.0,19.1,109,99,68,97,7,13.6,5.3,8.3,2.9,1007.6,1003.1,,BAIK
201604,2016-04-18,DKI5,39.0,,8.0,47.0,93.0,13.0,93,O3,31.1,24.1,5.4,6.0,8.6,112,20.59,27.0,86,57,1008.5,18.7,112,97,69,95,7,13.6,5.4,9.0,3.3,1010.1,1005.6,,SEDANG
201604,2016-04-19,DKI1,43.0,,27.0,29.0,17.0,3.0,43,PM10,30.4,24.3,12.0,12.0,10.2,100,19.11,26.8,88,91,1009.4,24.1,100,97,74,100,66,14.3,6.9,9.4,3.4,1011.6,1006.8,,BAIK
201604,2016-04-19,DKI2,53.0,,13.0,25.0,50.0,16.0,53,PM10,30.3,24.4,10.5,12.0,11.1,104,19.0,26.8,88,90,1009.3,23.8,104,96,74,100,68,14.3,6.8,7.6,3.3,1011.4,1006.7,,SEDANG
201604,2016-04-19,DKI3,43.0,,22.0,16.0,67.0,5.0,67,O3,30.5,23.2,12.0,12.0,10.2,100,19.11,26.2,90,91,1001.9,24.1,100,99,74,100,66,14.3,6.9,9.4,3.4,1004.0,999.3,,SEDANG
