tanggal,stasiun_id,ndvi
2014-05-25,DKI3,0.5109
2014-06-10,DKI3,0.5528
2014-06-26,DKI3,0.5684
2014-07-12,DKI3,0.5485
2014-07-28,DKI3,0.548
2014-08-13,DKI3,0.5508
2014-08-29,DKI3,0.5017
2014-09-14,DKI3,0.4572
2014-09-30,DKI3,0.4273
2014-10-16,DKI3,0.4302
2014-11-01,DKI3,0.46
2014-11-17,DKI3,0.3254
2014-12-03,DKI3,0.3583
2014-12-19,DKI3,0.2804
2015-01-01,DKI3,0.5472
2015-01-17,DKI3,0.355
2015-02-02,DKI3,0.4794
2015-02-18,DKI3,0.5081
2015-03-06,DKI3,0.5115
2015-03-22,DKI3,0.5469
2015-04-07,DKI3,0.4972
2015-04-23,DKI3,0.4794
2015-05-09,DKI3,0.5151
2015-05-25,DKI3,0.4972
2015-06-10,DKI3,0.5398
2015-06-26,DKI3,0.5127
2015-07-12,DKI3,0.4963
2015-07-28,DKI3,0.4674
2015-08-13,DKI3,0.4629
2015-08-29,DKI3,0.439
2015-09-14,DKI3,0.409
2015-09-30,DKI3,0.4026
2015-10-16,DKI3,0.3681
2015-11-01,DKI3,0.5446
2015-11-17,DKI3,0.5244
2015-12-03,DKI3,0.504
2015-12-19,DKI3,0.6103
2016-01-01,DKI3,0.4598
2016-01-17,DKI3,0.6621
2016-02-02,DKI3,0.4932
2016-02-18,DKI3,0.2105
2016-03-05,DKI3,0.4822
2016-03-21,DKI3,0.5405
2016-04-06,DKI3,0.4927
2016-04-22,DKI3,0.3385
2016-05-08,DKI3,0.5589
2016-05-24,DKI3,0.4617
2016-06-09,DKI3,0.4238
2016-06-25,DKI3,0.5444
2016-07-11,DKI3,0.4605
2016-07-27,DKI3,0.4984
2016-08-12,DKI3,0.4587
2016-08-28,DKI3,0.4788
2016-09-13,DKI3,0.3395
2016-09-29,DKI3,0.4275
2016-10-15,DKI3,0.3482
2016-10-31,DKI3,0.2172
2016-11-16,DKI3,0.3859
2016-12-02,DKI3,0.1581
2016-12-18,DKI3,0.4202
2017-01-01,DKI3,0.4202
2017-01-17,DKI3,0.5102
2017-02-02,DKI3,0.2695
2017-02-18,DKI3,0.4419
2017-03-06,DKI3,0.5403
2017-03-22,DKI3,0.4688
2017-04-07,DKI3,0.521
2017-04-23,DKI3,0.519
2017-05-09,DKI3,0.4448
2017-05-25,DKI3,0.4616
2017-06-10,DKI3,0.5099
2017-06-26,DKI3,0.538
2017-07-12,DKI3,0.4996
2017-07-28,DKI3,0.4473
2017-08-13,DKI3,0.4164
2017-08-29,DKI3,0.4849
2017-09-14,DKI3,0.5079
2017-09-30,DKI3,0.4714
2017-10-16,DKI3,0.3145
2017-11-01,DKI3,0.4425
2017-11-17,DKI3,0.4963
2017-12-03,DKI3,0.4952
2017-12-19,DKI3,0.4659
2018-01-01,DKI3,0.3327
2018-01-17,DKI3,0.2405
2018-02-02,DKI3,0.5144
2018-02-18,DKI3,0.5568
2018-03-06,DKI3,0.4885
2018-03-22,DKI3,0.4595
2018-04-07,DKI3,0.4688
2018-04-23,DKI3,0.5291
2018-05-09,DKI3,0.4394
2018-05-25,DKI3,0.4641
2018-06-10,DKI3,0.5243
2018-06-26,DKI3,0.4427
2018-07-12,DKI3,0.4967
2018-07-28,DKI3,0.4567
2018-08-13,DKI3,0.4717
2018-08-29,DKI3,0.4432
2018-09-14,DKI3,0.47
2018-09-30,DKI3,0.4687
2018-10-16,DKI3,0.4938
2018-11-01,DKI3,0.501
2018-11-17,DKI3,0.4478
2018-12-03,DKI3,0.5089
2018-12-19,DKI3,0.4566
2019-01-01,DKI3,0.4035
2019-01-17,DKI3,0.3882
2019-02-02,DKI3,0.4346
2019-02-18,DKI3,0.4846
2019-03-06,DKI3,0.4794
2019-03-22,DKI3,0.4898
2019-04-07,DKI3,0.5198
2019-04-23,DKI3,0.4942
2019-05-09,DKI3,0.4356
2019-05-25,DKI3,0.4629
2019-06-10,DKI3,0.4876
2019-06-26,DKI3,0.5078
2019-07-12,DKI3,0.4739
2019-07-28,DKI3,0.4606
2019-08-13,DKI3,0.3717
2019-08-29,DKI3,0.4226
2019-09-14,DKI3,0.3143
2019-09-30,DKI3,0.4058
2019-10-16,DKI3,0.3885
2019-11-01,DKI3,0.419
2019-11-17,DKI3,0.4386
2019-12-03,DKI3,0.3411
2019-12-19,DKI3,0.4224
2020-01-01,DKI3,0.2674
2020-01-17,DKI3,0.6314
2020-02-02,DKI3,0.3056
2020-02-18,DKI3,0.3086
2020-03-05,DKI3,0.5132
2020-03-21,DKI3,0.4632
2020-04-06,DKI3,0.4834
2020-04-22,DKI3,0.4598
2020-05-08,DKI3,0.5083
2020-05-24,DKI3,0.4413
2020-06-09,DKI3,0.4766
2020-06-25,DKI3,0.5122
2020-07-11,DKI3,0.5213
2020-07-27,DKI3,0.4494
2020-08-12,DKI3,0.4324
2020-08-28,DKI3,0.3831
2020-09-13,DKI3,0.4287
2020-09-29,DKI3,0.3856
2020-10-15,DKI3,0.3137
2020-10-31,DKI3,0.4664
2020-11-16,DKI3,0.3587
2020-12-02,DKI3,0.4466
2020-12-18,DKI3,0.5085
2021-01-01,DKI3,0.4177
2021-01-17,DKI3,0.0816
2021-02-02,DKI3,0.0993
2021-02-18,DKI3,0.1119
2021-03-06,DKI3,0.4791
2021-03-22,DKI3,0.4626
2021-04-07,DKI3,0.3816
2021-04-23,DKI3,0.4551
2021-05-09,DKI3,0.5177
2021-05-25,DKI3,0.4941
2021-06-10,DKI3,0.4988
2021-06-26,DKI3,0.5162
2021-07-12,DKI3,0.467
2021-07-28,DKI3,0.4408
2021-08-13,DKI3,0.4407
2021-08-29,DKI3,0.4697
2021-09-14,DKI3,0.4118
2021-09-30,DKI3,0.4663
2021-10-16,DKI3,0.5085
2021-11-01,DKI3,0.4311
2021-11-17,DKI3,0.4128
2021-12-03,DKI3,0.4801
2021-12-19,DKI3,0.4243
2022-01-01,DKI3,0.4243
2022-01-17,DKI3,0.5036
2022-02-02,DKI3,0.3667
2022-02-18,DKI3,0.4994
2022-03-06,DKI3,0.4383
2022-03-22,DKI3,0.475
2022-04-07,DKI3,0.507
2022-04-23,DKI3,0.4744
2022-05-09,DKI3,0.5083
2022-05-25,DKI3,0.5102
2022-06-10,DKI3,0.5029
2022-06-26,DKI3,0.4396
2022-07-12,DKI3,0.4831
2022-07-28,DKI3,0.4679
2022-08-13,DKI3,0.4072
2022-08-29,DKI3,0.3946
2022-09-14,DKI3,0.4292
2022-09-30,DKI3,0.4377
2022-10-16,DKI3,0.4311
2022-11-01,DKI3,0.2659
2022-11-17,DKI3,0.4711
2022-12-03,DKI3,0.475
2022-12-19,DKI3,0.2683
2023-01-01,DKI3,0.4542
2023-01-17,DKI3,0.159
2023-02-02,DKI3,0.2167
2023-02-18,DKI3,0.2876
2023-03-06,DKI3,0.5331
2023-03-22,DKI3,0.5123
2023-04-07,DKI3,0.4281
2023-04-23,DKI3,0.4403
2023-05-09,DKI3,0.4516
2023-05-25,DKI3,0.4196
2023-06-10,DKI3,0.5152
2023-06-26,DKI3,0.4291
2023-07-12,DKI3,0.465
2023-07-28,DKI3,0.4442
2023-08-13,DKI3,0.4903
2023-08-29,DKI3,0.4541
2023-09-14,DKI3,0.4261
2023-09-30,DKI3,0.4742
2023-10-16,DKI3,0.3852
2023-11-01,DKI3,0.3821
2023-11-17,DKI3,0.4449
2023-12-03,DKI3,0.3295
2023-12-19,DKI3,0.3829
2024-01-01,DKI3,0.3466
2024-01-17,DKI3,0.2627
2024-02-02,DKI3,0.3579
2024-02-18,DKI3,0.4443
2024-03-05,DKI3,0.397
2024-03-21,DKI3,0.4755
2024-04-06,DKI3,0.4671
2024-04-22,DKI3,0.4484
2024-05-08,DKI3,0.5311
2024-05-24,DKI3,0.4246
2024-06-09,DKI3,0.4505
2024-06-25,DKI3,0.5093
2024-07-11,DKI3,0.4604
2024-07-27,DKI3,0.4698
2024-08-12,DKI3,0.4564
2024-08-28,DKI3,0.4374
2024-09-13,DKI3,0.4668
2024-09-29,DKI3,0.403
2024-10-15,DKI3,0.3977
2024-10-31,DKI3,0.4828
2024-11-16,DKI3,0.4341
2024-12-02,DKI3,0.1218
2024-12-18,DKI3,0.4142
2025-01-01,DKI3,0.2634
2025-01-17,DKI3,0.3264
2025-02-02,DKI3,0.2261
2025-02-18,DKI3,0.469
2025-03-06,DKI3,0.4376
2025-03-22,DKI3,0.5612
2025-04-07,DKI3,0.25
2025-04-23,DKI3,0.4621
2025-05-09,DKI3,0.4173
2025-05-25,DKI3,0.4232
2025-06-10,DKI3,0.5066
2025-06-26,DKI3,0.4978
2025-07-12,DKI3,0.4638
2025-07-28,DKI3,0.5019
2025-08-13,DKI3,0.4926
2025-08-29,DKI3,0.4797
2009-12-19,DKI4,0.5548
2010-01-01,DKI4,0.5126
2010-01-17,DKI4,0.4505
2010-02-02,DKI4,0.1159
2010-02-18,DKI4,0.5898
2010-03-06,DKI4,0.4641
2010-03-22,DKI4,0.439
2010-04-07,DKI4,0.5103
2010-04-23,DKI4,0.46
2010-05-09,DKI4,0.5773
2010-05-25,DKI4,0.3856
2010-06-10,DKI4,0.5216
2010-06-26,DKI4,0.0933
2010-07-12,DKI4,0.5571
2010-07-28,DKI4,0.485
2010-08-13,DKI4,0.5059
2010-08-29,DKI4,0.6174
2010-09-14,DKI4,0.6059
2010-09-30,DKI4,0.5829
2010-10-16,DKI4,0.2774
2010-11-01,DKI4,0.5158
2010-11-17,DKI4,0.5472
2010-12-03,DKI4,0.2727
2010-12-19,DKI4,0.2548
2011-01-01,DKI4,0.092
2011-01-17,DKI4,0.0536
2011-02-02,DKI4,0.2857
2011-02-18,DKI4,0.4652
2011-03-06,DKI4,0.5743
2011-03-22,DKI4,0.5979
2011-04-07,DKI4,0.7521
2011-04-23,DKI4,0.5274
2011-05-09,DKI4,0.3632
2011-05-25,DKI4,0.0758
2011-06-10,DKI4,0.6222
2011-06-26,DKI4,0.6429
2011-07-12,DKI4,0.5549
2011-07-28,DKI4,0.5098
2011-08-13,DKI4,0.5143
2011-08-29,DKI4,0.4871
2011-09-14,DKI4,0.4216
2011-09-30,DKI4,0.5154
2011-10-16,DKI4,0.3672
2011-11-01,DKI4,0.4138
2011-11-17,DKI4,0.3873
2011-12-03,DKI4,0.4976
2011-12-19,DKI4,0.4225
2012-01-01,DKI4,0.397
2012-01-17,DKI4,0.3936
2012-02-02,DKI4,0.5387
2012-02-18,DKI4,0.3948
2012-03-05,DKI4,0.4542
2012-03-21,DKI4,0.6112
2012-04-06,DKI4,0.539
2012-04-22,DKI4,0.3633
2012-05-08,DKI4,0.6455
2012-05-24,DKI4,0.5346
2012-06-09,DKI4,0.5501
2012-06-25,DKI4,0.5488
2012-07-11,DKI4,0.5891
2012-07-27,DKI4,0.4765
2012-08-12,DKI4,0.4628
2012-08-28,DKI4,0.4577
2012-09-13,DKI4,0.3668
2012-09-29,DKI4,0.5276
2012-10-15,DKI4,0.5118
2012-10-31,DKI4,0.3358
2012-11-16,DKI4,0.4658
2012-12-02,DKI4,0.4363
2012-12-18,DKI4,0.3982
2013-01-01,DKI4,0.3982
2013-01-17,DKI4,0.2543
2013-02-02,DKI4,0.4883
2013-02-18,DKI4,0.2418
2013-03-06,DKI4,0.5088
2013-03-22,DKI4,0.4972
2013-04-07,DKI4,0.4216
2013-04-23,DKI4,0.5021
2013-05-09,DKI4,0.5371
2013-05-25,DKI4,0.5292
2013-06-10,DKI4,0.4444
2013-06-26,DKI4,0.5354
2013-07-12,DKI4,0.5387
2013-07-28,DKI4,0.4609
2013-08-13,DKI4,0.4916
2013-08-29,DKI4,0.4795
2013-09-14,DKI4,0.4769
2013-09-30,DKI4,0.4635
2013-10-16,DKI4,0.4951
2013-11-01,DKI4,0.2315
2013-11-17,DKI4,0.5461
2013-12-03,DKI4,0.3924
2013-12-19,DKI4,0.4799
2014-01-01,DKI4,0.3995
2014-01-17,DKI4,0.2356
2014-02-02,DKI4,0.25
2014-02-18,DKI4,0.4984
2014-03-06,DKI4,0.5288
2014-03-22,DKI4,0.4847
2014-04-07,DKI4,0.4642
2014-04-23,DKI4,0.4694
2014-05-09,DKI4,0.5499
2014-05-25,DKI4,0.5711
2014-06-10,DKI4,0.4423
2014-06-26,DKI4,0.493
2014-07-12,DKI4,0.4941
2014-07-28,DKI4,0.5068
2014-08-13,DKI4,0.4939
2014-08-29,DKI4,0.5259
2014-09-14,DKI4,0.4506
2014-09-30,DKI4,0.4243
2014-10-16,DKI4,0.4116
2014-11-01,DKI4,0.3744
2014-11-17,DKI4,0.3129
2014-12-03,DKI4,0.3142
2014-12-19,DKI4,0.4547
2015-01-01,DKI4,0.5362
2015-01-17,DKI4,0.4283
2015-02-02,DKI4,0.14
2015-02-18,DKI4,0.447
2015-03-06,DKI4,0.4688
2015-03-22,DKI4,0.5376
2015-04-07,DKI4,0.5047
2015-04-23,DKI4,0.507
2015-05-09,DKI4,0.5761
2015-05-25,DKI4,0.5048
2015-06-10,DKI4,0.5534
2015-06-26,DKI4,0.4789
2015-07-12,DKI4,0.4897
2015-07-28,DKI4,0.4322
2015-08-13,DKI4,0.4149
2015-08-29,DKI4,0.4665
2015-09-14,DKI4,0.4459
2015-09-30,DKI4,0.385
2015-10-16,DKI4,0.4347
2015-11-01,DKI4,0.291
2015-11-17,DKI4,0.3488
2015-12-03,DKI4,0.4938
2015-12-19,DKI4,0.3965
2016-01-01,DKI4,0.4862
2016-01-17,DKI4,0.2621
2016-02-02,DKI4,0.181
2016-02-18,DKI4,0.2649
2016-03-05,DKI4,0.5176
2016-03-21,DKI4,0.277
2016-04-06,DKI4,0.3248
2016-04-22,DKI4,0.5498
2016-05-08,DKI4,0.5132
2016-05-24,DKI4,0.5275
2016-06-09,DKI4,0.5631
2016-06-25,DKI4,0.5239
2016-07-11,DKI4,0.568
2016-07-27,DKI4,0.6047
2016-08-12,DKI4,0.5472
2016-08-28,DKI4,0.5761
2016-09-13,DKI4,0.5075
2016-09-29,DKI4,0.0544
2016-10-15,DKI4,0.3699
2016-10-31,DKI4,0.5515
2016-11-16,DKI4,0.4832
2016-12-02,DKI4,0.1485
2016-12-18,DKI4,0.527
2017-01-01,DKI4,0.527
2017-01-17,DKI4,0.2535
2017-02-02,DKI4,0.4531
2017-02-18,DKI4,0.6485
2017-03-06,DKI4,0.4714
2017-03-22,DKI4,0.4849
2017-04-07,DKI4,0.4816
2017-04-23,DKI4,0.3856
2017-05-09,DKI4,0.5451
2017-05-25,DKI4,0.5448
2017-06-10,DKI4,0.5047
2017-06-26,DKI4,0.5617
2017-07-12,DKI4,0.6146
2017-07-28,DKI4,0.5891
2017-08-13,DKI4,0.5744
2017-08-29,DKI4,0.4455
2017-09-14,DKI4,0.4906
2017-09-30,DKI4,0.4211
2017-10-16,DKI4,0.4459
2017-11-01,DKI4,0.5293
2017-11-17,DKI4,0.4706
2017-12-03,DKI4,0.4616
2017-12-19,DKI4,0.5798
2018-01-01,DKI4,0.4217
2018-01-17,DKI4,0.2765
2018-02-02,DKI4,0.1867
2018-02-18,DKI4,0.4772
2018-03-06,DKI4,0.5033
2018-03-22,DKI4,0.5143
2018-04-07,DKI4,0.4919
2018-04-23,DKI4,0.4543
2018-05-09,DKI4,0.4141
2018-05-25,DKI4,0.5041
2018-06-10,DKI4,0.5775
2018-06-26,DKI4,0.5397
2018-07-12,DKI4,0.5143
2018-07-28,DKI4,0.4621
2018-08-13,DKI4,0.3573
2018-08-29,DKI4,0.5108
2018-09-14,DKI4,0.4489
2018-09-30,DKI4,0.4271
2018-10-16,DKI4,0.4886
2018-11-01,DKI4,0.4345
2018-11-17,DKI4,0.4558
2018-12-03,DKI4,0.4689
2018-12-19,DKI4,0.4711
2019-01-01,DKI4,0.483
2019-01-17,DKI4,0.348
2019-02-02,DKI4,0.1
2019-02-18,DKI4,0.5945
2019-03-06,DKI4,0.5351
2019-03-22,DKI4,0.5385
2019-04-07,DKI4,0.5456
2019-04-23,DKI4,0.4841
2019-05-09,DKI4,0.4923
2019-05-25,DKI4,0.5162
2019-06-10,DKI4,0.5033
2019-06-26,DKI4,0.567
2019-07-12,DKI4,0.4421
2019-07-28,DKI4,0.4956
2019-08-13,DKI4,0.4598
2019-08-29,DKI4,0.4719
2019-09-14,DKI4,0.4802
2019-09-30,DKI4,0.4378
2019-10-16,DKI4,0.4224
2019-11-01,DKI4,0.4379
2019-11-17,DKI4,0.3671
2019-12-03,DKI4,0.6765
2019-12-19,DKI4,0.1338
2020-01-01,DKI4,0.2846
2020-01-17,DKI4,0.3753
2020-02-02,DKI4,0.3518
2020-02-18,DKI4,0.1894
2020-03-05,DKI4,0.4064
2020-03-21,DKI4,0.541
2020-04-06,DKI4,0.4743
2020-04-22,DKI4,0.2898
2020-05-08,DKI4,0.5881
2020-05-24,DKI4,0.5872
2020-06-09,DKI4,0.5384
2020-06-25,DKI4,0.4451
2020-07-11,DKI4,0.5528
2020-07-27,DKI4,0.5619
2020-08-12,DKI4,0.4915
2020-08-28,DKI4,0.5448
2020-09-13,DKI4,0.5273
2020-09-29,DKI4,0.4604
2020-10-15,DKI4,0.3039
2020-10-31,DKI4,0.4918
2020-11-16,DKI4,0.4877
2020-12-02,DKI4,0.3633
2020-12-18,DKI4,0.5169
2021-01-01,DKI4,0.5214
2021-01-17,DKI4,0.1624
2021-02-02,DKI4,0.1818
2021-02-18,DKI4,0.409
2021-03-06,DKI4,0.5433
2021-03-22,DKI4,0.5296
2021-04-07,DKI4,0.4962
2021-04-23,DKI4,0.5855
2021-05-09,DKI4,0.5964
2021-05-25,DKI4,0.5472
2021-06-10,DKI4,0.5606
2021-06-26,DKI4,0.4635
2021-07-12,DKI4,0.5576
2021-07-28,DKI4,0.5308
2021-08-13,DKI4,0.439
2021-08-29,DKI4,0.5526
2021-09-14,DKI4,0.6146
2021-09-30,DKI4,0.4471
2021-10-16,DKI4,0.5454
2021-11-01,DKI4,0.4489
2021-11-17,DKI4,0.305
2021-12-03,DKI4,0.4744
2021-12-19,DKI4,0.4009
2022-01-01,DKI4,0.5548
2022-01-17,DKI4,0.4845
2022-02-02,DKI4,0.373
2022-02-18,DKI4,0.3542
2022-03-06,DKI4,0.5702
2022-03-22,DKI4,0.504
2022-04-07,DKI4,0.5602
2022-04-23,DKI4,0.4152
2022-05-09,DKI4,0.6497
2022-05-25,DKI4,0.4909
2022-06-10,DKI4,0.5002
2022-06-26,DKI4,0.5295
2022-07-12,DKI4,0.653
2022-07-28,DKI4,0.5791
2022-08-13,DKI4,0.3691
2022-08-29,DKI4,0.3483
2022-09-14,DKI4,0.3738
2022-09-30,DKI4,0.0546
2022-10-16,DKI4,0.3275
2022-11-01,DKI4,0.256
2022-11-17,DKI4,0.4783
2022-12-03,DKI4,0.3575
2022-12-19,DKI4,0.1586
2023-01-01,DKI4,0.554
2023-01-17,DKI4,0.0311
2023-02-02,DKI4,0.5932
2023-02-18,DKI4,0.1216
2023-03-06,DKI4,0.383
2023-03-22,DKI4,0.4756
2023-04-07,DKI4,0.4841
2023-04-23,DKI4,0.5982
2023-05-09,DKI4,0.5395
2023-05-25,DKI4,0.4602
2023-06-10,DKI4,0.6037
2023-06-26,DKI4,0.4912
2023-07-12,DKI4,0.5158
2023-07-28,DKI4,0.505
2023-08-13,DKI4,0.483
2023-08-29,DKI4,0.3862
2023-09-14,DKI4,0.4497
2023-09-30,DKI4,0.2903
2023-10-16,DKI4,0.3385
2023-11-01,DKI4,0.5049
2023-11-17,DKI4,0.4927
2023-12-03,DKI4,0.5023
2023-12-19,DKI4,0.4612
2024-01-01,DKI4,0.5439
2024-01-17,DKI4,0.2339
2024-02-02,DKI4,0.3387
2024-02-18,DKI4,0.3752
2024-03-05,DKI4,0.6022
2024-03-21,DKI4,0.4397
2024-04-06,DKI4,0.4681
2024-04-22,DKI4,0.5129
2024-05-08,DKI4,0.5952
2024-05-24,DKI4,0.4745
2024-06-09,DKI4,0.4661
2024-06-25,DKI4,0.478
2024-07-11,DKI4,0.6056
2024-07-27,DKI4,0.5466
2024-08-12,DKI4,0.5125
2024-08-28,DKI4,0.4307
2024-09-13,DKI4,0.5264
2024-09-29,DKI4,0.538
2024-10-15,DKI4,0.4775
2024-10-31,DKI4,0.4059
2024-11-16,DKI4,0.4533
2024-12-02,DKI4,0.2085
2024-12-18,DKI4,0.2966
2025-01-01,DKI4,0.3621
2025-01-17,DKI4,0.1201
2025-02-02,DKI4,0.623
2025-02-18,DKI4,0.5352
2025-03-06,DKI4,0.4147
2025-03-22,DKI4,0.6197
2025-04-07,DKI4,0.2561
2025-04-23,DKI4,0.5723
2025-05-09,DKI4,0.5348
2025-05-25,DKI4,0.5723
2025-06-10,DKI4,0.603
2025-06-26,DKI4,0.5662
2025-07-12,DKI4,0.5336
2025-07-28,DKI4,0.5282
2025-08-13,DKI4,0.6526
2025-08-29,DKI4,0.5774
2009-12-19,DKI2,0.2891
2010-01-01,DKI2,0.0939
2010-01-17,DKI2,0.1151
2010-02-02,DKI2,0.3121
2010-02-18,DKI2,0.2395
2010-03-06,DKI2,0.2614
2010-03-22,DKI2,0.2901
2010-04-07,DKI2,0.2745
2010-04-23,DKI2,0.1972
2010-05-09,DKI2,0.2395
2010-05-25,DKI2,0.2416
2010-06-10,DKI2,0.2645
2010-06-26,DKI2,0.2596
2010-07-12,DKI2,0.2513
2010-07-28,DKI2,0.1821
2010-08-13,DKI2,0.3197
2010-08-29,DKI2,0.3938
2010-09-14,DKI2,0.3349
2010-09-30,DKI2,0.34
2010-10-16,DKI2,0.2442
2010-11-01,DKI2,0.2557
2010-11-17,DKI2,0.14
2010-12-03,DKI2,0.2923
2010-12-19,DKI2,0.2015
2011-01-01,DKI2,0.1418
2011-01-17,DKI2,0.103
2011-02-02,DKI2,0.1778
2011-02-18,DKI2,0.3212
2011-03-06,DKI2,0.2292
2011-03-22,DKI2,0.3212
2011-04-07,DKI2,0.1318
2011-04-23,DKI2,0.3333
2011-05-09,DKI2,0.2591
2011-05-25,DKI2,0.2528
2011-06-10,DKI2,0.2729
2011-06-26,DKI2,0.2154
2011-07-12,DKI2,0.4021
2011-07-28,DKI2,0.3095
2011-08-13,DKI2,0.2464
2011-08-29,DKI2,0.2532
2011-09-14,DKI2,0.2261
2011-09-30,DKI2,0.3013
2011-10-16,DKI2,0.2882
2011-11-01,DKI2,0.1959
2011-11-17,DKI2,0.1515
2011-12-03,DKI2,0.2933
2011-12-19,DKI2,0.2898
2012-01-01,DKI2,0.3448
2012-01-17,DKI2,0.3245
2012-02-02,DKI2,0.3275
2012-02-18,DKI2,0.2666
2012-03-05,DKI2,0.1775
2012-03-21,DKI2,0.2671
2012-04-06,DKI2,0.2876
2012-04-22,DKI2,0.2066
2012-05-08,DKI2,0.2933
2012-05-24,DKI2,0.2884
2012-06-09,DKI2,0.2701
2012-06-25,DKI2,0.1345
2012-07-11,DKI2,0.2888
2012-07-27,DKI2,0.2823
2012-08-12,DKI2,0.3191
2012-08-28,DKI2,0.2305
2012-09-13,DKI2,0.2952
2012-09-29,DKI2,0.2266
2012-10-15,DKI2,0.203
2012-10-31,DKI2,0.2023
2012-11-16,DKI2,0.2818
2012-12-02,DKI2,0.1353
2012-12-18,DKI2,0.1916
2013-01-01,DKI2,0.1486
2013-01-17,DKI2,0.28
2013-02-02,DKI2,0.1483
2013-02-18,DKI2,0.2087
2013-03-06,DKI2,0.3233
2013-03-22,DKI2,0.2135
2013-04-07,DKI2,0.2898
2013-04-23,DKI2,0.1783
2013-05-09,DKI2,0.2294
2013-05-25,DKI2,0.2172
2013-06-10,DKI2,0.2473
2013-06-26,DKI2,0.2926
2013-07-12,DKI2,0.3333
2013-07-28,DKI2,0.3073
2013-08-13,DKI2,0.306
2013-08-29,DKI2,0.225
2013-09-14,DKI2,0.2086
2013-09-30,DKI2,0.257
2013-10-16,DKI2,0.3107
2013-11-01,DKI2,0.2432
2013-11-17,DKI2,0.2855
2013-12-03,DKI2,0.2408
2013-12-19,DKI2,0.2178
2014-01-01,DKI2,0.3285
2014-01-17,DKI2,0.0908
2014-02-02,DKI2,0.2001
2014-02-18,DKI2,0.2514
2014-03-06,DKI2,0.1323
2014-03-22,DKI2,0.2733
2014-04-07,DKI2,0.2725
2014-04-23,DKI2,0.2101
2014-05-09,DKI2,0.2797
2014-05-25,DKI2,0.2402
2014-06-10,DKI2,0.1913
2014-06-26,DKI2,0.3382
2014-07-12,DKI2,0.2814
2014-07-28,DKI2,0.2818
2014-08-13,DKI2,0.2353
2014-08-29,DKI2,0.2197
2014-09-14,DKI2,0.23
2014-09-30,DKI2,0.2675
2014-10-16,DKI2,0.3815
2014-11-01,DKI2,0.1373
2014-11-17,DKI2,0.264
2014-12-03,DKI2,0.1867
2014-12-19,DKI2,0.4044
2015-01-01,DKI2,0.227
2015-01-17,DKI2,0.199
2015-02-02,DKI2,0.0575
2015-02-18,DKI2,0.2587
2015-03-06,DKI2,0.3088
2015-03-22,DKI2,0.3127
2015-04-07,DKI2,0.2605
2015-04-23,DKI2,0.2687
2015-05-09,DKI2,0.331
2015-05-25,DKI2,0.2034
2015-06-10,DKI2,0.2893
2015-06-26,DKI2,0.2323
2015-07-12,DKI2,0.2579
2015-07-28,DKI2,0.3285
2015-08-13,DKI2,0.2348
2015-08-29,DKI2,0.2894
2015-09-14,DKI2,0.2944
2015-09-30,DKI2,0.269
2015-10-16,DKI2,0.2152
2015-11-01,DKI2,0.2021
2015-11-17,DKI2,0.2641
2015-12-03,DKI2,0.2108
2015-12-19,DKI2,0.2166
2016-01-01,DKI2,0.1018
2016-01-17,DKI2,0.0991
2016-02-02,DKI2,0.2352
2016-02-18,DKI2,0.0376
2016-03-05,DKI2,0.2641
2016-03-21,DKI2,0.1483
2016-04-06,DKI2,0.1849
2016-04-22,DKI2,0.4214
2016-05-08,DKI2,0.1674
2016-05-24,DKI2,0.3138
2016-06-09,DKI2,0.2366
2016-06-25,DKI2,0.4021
2016-07-11,DKI2,0.2933
2016-07-27,DKI2,0.1994
2016-08-12,DKI2,0.1797
2016-08-28,DKI2,0.2065
2016-09-13,DKI2,0.2266
2016-09-29,DKI2,0.1158
2016-10-15,DKI2,0.2499
2016-10-31,DKI2,0.1368
2016-11-16,DKI2,0.1163
2016-12-02,DKI2,0.2294
2016-12-18,DKI2,0.0801
2017-01-01,DKI2,0.2147
2017-01-17,DKI2,0.167
2017-02-02,DKI2,0.2438
2017-02-18,DKI2,0.1872
2017-03-06,DKI2,0.2473
2017-03-22,DKI2,0.1978
2017-04-07,DKI2,0.2381
2017-04-23,DKI2,0.375
2017-05-09,DKI2,0.2637
2017-05-25,DKI2,0.2429
2017-06-10,DKI2,0.2374
2017-06-26,DKI2,0.2201
2017-07-12,DKI2,0.2197
2017-07-28,DKI2,0.2247
2017-08-13,DKI2,0.2314
2017-08-29,DKI2,0.1761
2017-09-14,DKI2,0.2083
2017-09-30,DKI2,0.2103
2017-10-16,DKI2,0.1726
2017-11-01,DKI2,0.1084
2017-11-17,DKI2,0.2492
2017-12-03,DKI2,0.2169
2017-12-19,DKI2,0.2508
2018-01-01,DKI2,0.1908
2018-01-17,DKI2,0.2157
2018-02-02,DKI2,0.1731
2018-02-18,DKI2,0.0647
2018-03-06,DKI2,0.1287
2018-03-22,DKI2,0.232
2018-04-07,DKI2,0.1982
2018-04-23,DKI2,0.2686
2018-05-09,DKI2,0.2357
2018-05-25,DKI2,0.0541
2018-06-10,DKI2,0.237
2018-06-26,DKI2,0.2311
2018-07-12,DKI2,0.2521
2018-07-28,DKI2,0.2007
2018-08-13,DKI2,0.2304
2018-08-29,DKI2,0.236
2018-09-14,DKI2,0.2315
2018-09-30,DKI2,0.2814
2018-10-16,DKI2,0.1566
2018-11-01,DKI2,0.2347
