time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa)
2011-08-07,31.0,23.9,0.60,4.0,16.1,69,21.40,26.9,72,45,1007.8,31.0,69,86,50,77,15,17.4,7.8,8.6,1.8,1009.6,1005.7
2011-08-08,29.9,23.7,0.80,5.0,12.1,53,19.04,26.6,75,47,1009.6,23.8,53,91,57,91,26,14.2,5.8,4.7,0.4,1011.8,1007.7
2011-08-09,30.8,22.8,0.50,3.0,14.7,50,20.50,26.4,76,32,1009.3,25.9,50,94,53,75,4,14.5,6.4,7.2,1.8,1011.2,1007.0
2011-08-10,31.2,23.8,0.00,0.0,16.9,52,21.84,27.0,73,23,1008.5,30.6,52,93,50,70,0,15.3,6.8,6.8,0.8,1010.3,1005.6
2011-08-11,30.7,23.3,0.00,0.0,12.2,49,20.84,26.8,75,29,1008.2,22.3,49,94,55,55,14,13.7,6.3,5.0,1.0,1010.4,1005.7
2011-08-12,30.2,24.6,0.00,0.0,14.1,75,20.49,26.9,75,29,1006.6,28.8,75,89,57,68,5,18.0,9.3,10.8,6.5,1008.4,1004.5
2011-08-13,30.7,24.2,0.00,0.0,14.3,74,21.78,27.0,76,12,1006.8,28.8,74,90,55,33,3,19.1,9.2,11.2,6.4,1009.2,1005.2
2011-08-14,31.6,24.2,0.30,2.0,11.0,70,21.65,27.3,74,75,1008.6,24.5,70,89,51,100,10,17.0,7.4,7.9,1.4,1011.1,1006.4
2011-08-15,30.7,23.8,0.00,0.0,14.0,37,20.16,27.1,73,68,1009.4,26.3,37,91,53,100,16,14.2,5.8,6.5,0.0,1010.9,1007.1
2011-08-16,31.1,22.8,0.10,1.0,12.4,60,21.33,26.8,73,25,1009.0,25.9,60,92,51,48,1,14.1,5.8,7.2,1.5,1011.0,1007.0
2011-08-17,31.3,22.6,0.10,1.0,11.8,39,20.97,27.1,70,17,1008.8,24.8,39,90,49,52,1,14.2,6.3,8.6,1.0,1010.2,1006.6
2011-08-18,31.3,23.3,0.00,0.0,13.7,60,21.07,27.2,74,25,1008.4,28.1,60,93,53,83,2,15.9,6.7,5.8,0.8,1010.0,1006.5
2011-08-19,31.1,24.5,0.00,0.0,14.7,67,21.08,27.5,71,42,1008.4,29.2,67,87,53,78,10,17.2,8.1,8.3,4.3,1010.1,1005.9
2011-08-20,31.3,24.6,0.00,0.0,13.5,64,20.52,27.4,67,30,1009.5,28.1,64,81,47,55,7,17.0,8.1,9.0,0.7,1011.3,1007.0
2011-08-21,31.3,23.2,0.00,0.0,16.1,47,22.08,27.0,71,33,1010.0,28.4,47,92,46,59,17,15.0,6.1,6.5,1.6,1011.8,1007.5
2011-08-22,31.5,23.4,0.00,0.0,18.5,53,22.31,27.2,69,53,1009.7,33.8,53,89,44,91,6,15.6,6.8,6.1,1.1,1011.5,1007.0
2011-08-23,31.7,22.9,0.00,0.0,16.4,52,22.00,27.0,71,90,1009.5,29.5,52,91,46,100,58,14.9,7.3,7.6,0.0,1011.6,1007.0
2011-08-24,31.9,23.0,0.00,0.0,16.5,21,22.00,27.2,71,68,1008.4,31.3,21,93,46,100,22,15.2,6.7,7.2,0.8,1010.5,1005.7
2011-08-25,31.1,23.7,0.00,0.0,14.4,357,20.73,27.1,67,56,1008.1,30.6,357,88,48,98,8,16.2,6.3,7.9,0.8,1010.4,1005.2
2011-08-26,30.9,23.7,0.00,0.0,15.8,32,21.36,26.9,62,63,1008.8,31.7,32,78,41,98,17,16.5,6.7,8.6,1.1,1010.6,1006.5
2011-08-27,31.1,22.8,0.00,0.0,16.6,56,25.05,26.6,66,50,1009.0,29.9,56,87,40,98,0,16.6,7.3,6.1,0.8,1010.9,1006.5
2011-08-28,31.7,21.2,0.00,0.0,18.6,69,24.56,26.4,69,85,1008.8,33.5,69,93,41,100,30,18.2,9.0,7.9,3.6,1010.8,1005.9
2011-08-29,31.3,22.6,0.00,0.0,14.2,69,21.66,27.1,69,49,1009.7,31.3,69,86,50,100,11,16.8,7.9,8.3,3.4,1011.7,1007.8
2011-08-30,32.0,23.1,0.10,1.0,11.9,312,21.58,27.4,72,78,1010.0,25.2,312,93,50,100,22,13.7,4.8,6.5,0.4,1011.7,1007.6
2011-08-31,31.8,23.5,3.00,3.0,12.1,49,21.51,27.3,76,33,1008.9,25.9,49,92,58,100,9,14.0,6.0,6.1,1.8,1010.5,1006.5
2011-09-01,31.5,24.3,0.00,0.0,10.7,66,20.99,27.5,74,84,1008.5,25.9,66,93,54,100,45,13.8,5.3,5.4,1.1,1010.7,1006.5
2011-09-02,31.5,23.9,0.00,0.0,11.0,74,21.81,27.3,72,48,1008.4,23.4,74,90,50,95,8,14.1,5.2,7.2,2.1,1010.2,1007.0
2011-09-03,31.5,23.8,0.00,0.0,9.6,7,21.37,27.5,70,47,1009.3,22.3,7,89,52,92,7,12.5,4.7,7.2,0.8,1010.8,1007.9
2011-09-04,31.5,22.9,0.00,0.0,13.3,53,22.71,27.2,71,36,1009.5,26.6,53,94,51,93,5,14.7,6.4,6.5,1.8,1011.5,1007.4
2011-09-05,32.2,22.9,0.00,0.0,14.0,49,23.40,27.4,69,33,1009.9,24.8,49,92,45,91,1,14.8,6.1,5.8,1.1,1012.4,1007.0
2011-09-06,32.3,23.4,0.00,0.0,15.1,60,22.94,27.8,68,35,1009.2,26.3,60,89,48,93,3,15.7,6.7,7.6,1.1,1011.5,1006.6
2011-09-07,31.8,22.8,0.00,0.0,9.1,25,23.40,27.6,69,12,1009.1,21.6,25,91,50,37,0,13.8,5.2,7.2,0.5,1011.0,1007.0
2011-09-08,31.4,24.2,1.10,4.0,11.2,18,22.32,27.2,72,47,1009.4,22.3,18,86,54,92,18,13.9,4.8,5.4,0.7,1012.0,1006.6
2011-09-09,31.5,23.5,0.00,0.0,13.2,51,22.79,27.4,67,59,1008.7,25.6,51,91,44,100,10,15.6,6.9,8.3,2.9,1010.5,1005.8
2011-09-10,31.7,23.1,0.00,0.0,11.3,41,22.32,27.4,67,47,1008.9,23.8,41,88,46,100,2,14.7,6.1,6.8,1.1,1010.9,1006.6
2011-09-11,32.9,23.2,0.00,0.0,16.3,50,23.85,27.7,67,26,1007.8,29.5,50,88,44,81,0,16.0,7.2,7.2,1.0,1009.9,1004.9
2011-09-12,32.5,24.3,0.00,0.0,14.9,56,23.19,27.9,68,89,1008.5,30.6,56,86,45,100,52,16.2,6.8,6.8,1.9,1010.4,1006.3
2011-09-13,31.9,23.3,0.20,1.0,18.3,53,23.19,27.7,72,78,1008.3,32.4,53,93,51,100,33,17.2,8.0,7.2,0.5,1010.0,1005.6
2011-09-14,30.9,24.9,0.70,4.0,15.6,73,20.06,27.6,73,38,1009.3,36.4,73,87,57,62,14,20.9,10.8,8.3,7.0,1011.0,1006.6
2011-09-15,31.8,23.9,7.50,9.0,12.0,83,22.75,27.4,75,52,1009.9,28.1,83,92,51,100,5,15.2,6.6,7.9,2.0,1011.7,1007.3
2011-09-16,30.3,23.7,4.00,8.0,11.7,343,20.56,26.7,79,93,1009.4,22.7,343,94,61,100,53,13.5,5.2,5.8,1.1,1011.8,1006.5
2011-09-17,29.4,24.4,3.50,10.0,9.2,27,15.10,26.5,80,82,1008.9,18.4,27,94,64,100,35,11.7,4.4,5.0,1.5,1011.0,1006.4
2011-09-18,31.2,23.3,2.10,6.0,11.1,78,21.21,26.6,79,87,1009.6,24.1,78,93,58,100,46,12.9,4.9,6.1,1.8,1011.2,1006.9
2011-09-19,30.8,23.5,3.00,7.0,10.6,24,19.35,26.7,78,77,1010.2,23.0,24,96,58,100,16,12.7,3.9,6.1,1.0,1011.9,1007.3
2011-09-20,30.1,24.0,0.90,7.0,9.3,335,19.53,26.9,77,82,1010.3,20.9,335,92,61,100,36,12.2,3.8,6.5,0.8,1012.3,1008.1
2011-09-21,31.6,24.7,0.00,0.0,9.4,353,21.16,27.8,67,70,1010.5,19.4,353,86,48,100,33,12.2,5.4,8.3,2.1,1012.5,1007.7
2011-09-22,31.3,23.9,0.20,1.0,9.5,353,20.98,27.7,69,93,1010.1,21.6,353,90,54,100,55,12.5,5.0,5.4,0.4,1012.2,1007.2
2011-09-23,31.9,24.3,0.00,0.0,16.1,37,23.29,27.9,67,46,1009.4,29.5,37,83,48,89,10,17.0,7.6,7.2,2.3,1011.5,1006.4
2011-09-24,32.8,22.8,0.00,0.0,15.3,35,25.06,27.9,68,53,1009.1,29.5,35,93,43,95,6,14.4,6.0,4.7,1.0,1011.2,1006.4
2011-09-25,32.5,23.1,0.00,0.0,10.4,43,24.84,28.0,68,26,1009.7,23.0,43,92,47,76,0,14.3,5.6,6.1,1.3,1011.8,1007.1
2011-09-26,32.7,23.6,0.30,2.0,12.8,342,24.34,28.1,70,46,1008.7,27.0,342,90,50,89,10,14.5,6.0,7.6,1.3,1010.6,1005.8
2011-09-27,31.4,23.9,0.80,6.0,10.2,339,24.01,27.5,72,53,1008.3,24.1,339,90,53,100,7,15.4,5.4,7.9,0.4,1010.3,1005.4
2011-09-28,31.6,23.3,0.00,0.0,15.6,46,23.99,27.4,68,90,1008.3,29.5,46,87,48,100,38,16.1,7.3,4.3,0.8,1010.4,1005.8
2011-09-29,31.8,23.0,0.00,0.0,13.6,32,23.67,27.3,68,83,1008.7,24.8,32,90,47,100,20,15.0,6.5,5.0,1.9,1010.1,1005.8
2011-09-30,32.0,23.1,0.00,0.0,10.4,38,24.06,27.5,69,40,1008.7,23.8,38,92,49,96,13,13.2,5.4,6.5,1.8,1010.4,1006.3
2011-10-01,32.1,23.8,0.70,2.0,13.4,316,23.03,27.7,71,40,1008.5,28.4,316,89,52,85,6,13.3,4.8,4.7,0.7,1010.5,1006.2
2011-10-02,30.9,25.3,1.10,5.0,7.6,45,19.98,27.8,72,85,1008.4,23.0,45,88,58,100,51,11.9,3.4,5.0,0.5,1010.8,1006.2
2011-10-03,31.0,24.2,1.00,6.0,9.5,12,21.52,27.5,73,63,1008.2,24.5,12,90,57,92,29,13.4,5.0,7.2,3.0,1010.3,1005.6
2011-10-04,30.9,23.6,2.30,8.0,13.1,326,22.10,27.2,75,78,1008.4,29.2,326,91,58,100,51,14.4,5.6,5.8,1.3,1010.0,1006.4
2011-10-05,30.2,23.4,2.50,8.0,11.9,356,20.86,26.6,78,78,1009.5,25.6,356,96,61,100,44,12.1,4.6,4.3,1.8,1011.2,1007.7
2011-10-06,30.5,23.3,2.00,6.0,11.7,34,20.28,26.5,78,93,1010.8,26.3,34,94,62,100,58,13.1,5.0,6.1,0.7,1012.9,1009.0
2011-10-07,31.4,24.2,2.70,8.0,11.0,73,19.48,27.0,76,81,1009.7,25.9,73,94,58,100,12,13.5,5.8,5.4,0.7,1011.8,1006.3
2011-10-08,28.9,23.5,8.60,14.0,10.5,251,14.76,26.0,80,86,1009.8,21.6,251,95,66,100,33,13.6,6.2,5.8,0.7,1012.0,1007.3
2011-10-09,31.4,23.7,0.30,2.0,8.9,86,22.31,27.2,75,84,1009.7,21.2,86,93,55,100,35,12.3,6.0,6.1,3.4,1012.1,1007.2
2011-10-10,31.4,23.8,3.90,9.0,8.7,214,21.73,26.9,80,91,1010.1,24.8,214,93,58,100,52,11.9,3.9,5.8,0.8,1012.1,1007.2
2011-10-11,32.1,24.4,3.70,10.0,9.0,177,22.71,27.1,80,87,1010.0,25.2,177,95,55,100,51,13.6,4.0,6.5,1.0,1012.0,1007.2
2011-10-12,31.3,24.1,1.30,4.0,9.8,133,21.66,27.1,77,80,1009.7,24.5,133,92,57,100,29,13.0,5.2,4.0,2.4,1011.4,1007.6
2011-10-13,31.9,23.3,0.20,1.0,11.0,36,24.96,27.5,74,51,1008.9,24.1,36,94,57,99,8,14.5,6.2,4.7,1.1,1011.0,1006.4
2011-10-14,32.1,23.7,0.00,0.0,12.8,65,24.94,27.7,72,91,1009.2,27.4,65,93,50,100,1,14.9,7.2,5.8,1.4,1011.0,1007.1
2011-10-15,32.8,23.2,0.00,0.0,13.4,58,25.89,27.9,71,40,1008.2,29.2,58,92,46,100,0,15.9,7.3,7.6,2.2,1010.4,1005.8
2011-10-16,32.9,23.5,0.30,1.0,20.9,64,24.98,28.0,72,28,1007.6,41.0,64,94,51,97,0,20.4,8.6,6.5,1.5,1009.9,1004.5
2011-10-17,32.6,24.4,2.10,6.0,17.5,76,23.40,27.6,78,64,1007.9,33.8,76,93,56,98,7,19.6,7.3,7.9,1.8,1009.8,1005.2
2011-10-18,32.8,24.2,0.30,2.0,15.4,46,23.80,28.1,74,58,1007.4,34.6,46,95,52,94,24,19.8,6.6,8.6,2.0,1009.6,1004.6
2011-10-19,32.6,23.7,0.30,3.0,12.0,34,24.19,27.9,71,68,1006.5,26.6,34,91,49,90,17,14.1,5.9,6.5,1.5,1008.5,1004.0
2011-10-20,31.9,24.5,5.50,7.0,13.3,32,20.24,27.3,75,90,1006.5,30.2,32,93,55,100,49,15.2,4.3,4.7,1.1,1008.4,1004.3
2011-10-21,31.5,24.4,4.00,6.0,11.6,69,20.51,27.5,77,82,1007.0,27.4,69,94,57,100,38,16.1,5.6,5.8,1.9,1008.8,1003.9
2011-10-22,31.2,24.4,7.80,8.0,12.1,72,21.81,26.8,81,91,1007.3,28.8,72,93,60,100,60,16.0,5.3,6.8,1.8,1009.6,1005.1
2011-10-23,30.8,24.2,8.10,12.0,15.0,94,21.48,26.7,80,70,1007.4,34.2,94,91,62,100,18,18.3,7.3,7.9,4.0,1009.5,1004.7
2011-10-24,31.3,24.0,1.00,4.0,14.3,80,23.31,27.2,79,64,1006.6,33.1,80,94,61,100,14,18.9,8.0,5.8,2.5,1008.4,1003.8
2011-10-25,30.2,24.1,3.30,8.0,13.1,72,21.04,27.1,81,88,1006.5,28.8,72,95,68,100,46,14.8,4.7,4.3,1.3,1008.3,1004.3
2011-10-26,30.9,24.1,7.10,12.0,13.5,80,20.04,26.4,83,81,1006.3,32.8,80,94,63,99,12,18.0,6.1,6.1,1.8,1008.6,1004.2
2011-10-27,30.5,23.8,21.50,14.0,16.5,89,19.65,26.2,85,89,1007.0,36.0,89,96,66,100,59,20.6,8.2,9.7,2.8,1009.3,1004.4
2011-10-28,28.9,24.3,15.50,13.0,5.9,165,14.68,25.9,87,97,1007.2,25.9,165,96,71,100,83,14.2,3.4,4.7,1.3,1008.6,1005.1
2011-10-29,30.6,23.4,6.10,9.0,13.2,83,23.84,26.4,84,70,1005.7,31.3,83,97,66,100,20,16.8,7.0,8.3,1.5,1007.6,1003.0
2011-10-30,30.1,24.2,15.60,14.0,10.6,80,19.95,26.5,85,69,1005.2,28.1,80,94,70,99,25,16.5,4.6,6.5,0.5,1006.8,1003.6
2011-10-31,30.0,24.1,5.90,11.0,10.4,306,19.03,26.6,84,64,1005.4,22.3,306,94,70,100,3,12.4,4.5,5.0,1.1,1007.6,1003.3
2011-11-01,30.4,24.0,7.10,11.0,10.3,250,21.71,26.7,83,88,1005.9,23.8,250,96,66,98,67,12.5,5.0,5.4,2.1,1007.7,1002.7
2011-11-02,29.0,24.2,13.10,14.0,11.4,72,17.74,26.0,86,95,1005.7,25.2,72,95,74,100,87,14.1,5.4,5.4,0.8,1007.2,1003.8
2011-11-03,29.1,24.2,2.10,8.0,5.9,220,13.67,26.1,85,99,1005.8,19.4,220,95,70,100,96,10.1,3.2,7.2,0.7,1008.2,1003.8
2011-11-04,28.6,23.8,0.60,1.0,15.7,236,11.59,25.6,79,100,1007.8,27.4,236,90,68,100,96,19.9,10.4,11.5,4.9,1009.8,1005.9
2011-11-05,27.2,22.8,3.30,8.0,14.6,214,11.78,24.5,74,98,1008.1,29.9,214,90,60,100,80,15.9,9.4,8.6,4.8,1009.7,1006.1
2011-11-06,29.5,23.0,0.00,0.0,9.9,232,18.05,26.0,77,96,1008.1,24.1,232,91,60,100,86,16.7,8.0,10.4,5.0,1009.8,1006.1
2011-11-07,30.6,22.2,0.00,0.0,9.4,240,22.81,26.6,74,86,1008.0,17.3,240,93,54,100,27,12.0,6.2,7.9,4.0,1009.7,1005.5
2011-11-08,28.9,24.0,4.10,11.0,10.1,165,16.87,26.4,80,98,1008.6,26.3,165,92,67,100,88,11.7,5.0,7.2,1.5,1010.7,1006.2
2011-11-09,30.1,23.4,0.20,2.0,10.2,190,17.51,26.2,73,97,1008.5,21.2,190,93,54,100,78,13.3,6.8,6.1,4.1,1010.1,1006.3
2011-11-10,30.0,22.9,10.50,10.0,7.9,115,19.18,25.9,80,97,1008.5,19.1,115,93,61,100,75,11.4,4.7,7.2,1.1,1010.2,1006.5
2011-11-11,30.1,23.7,3.20,9.0,9.8,91,22.46,26.6,83,64,1009.0,26.3,91,95,64,100,24,14.6,6.0,7.6,1.5,1010.9,1006.4
2011-11-12,30.7,23.4,11.40,12.0,11.1,113,23.30,26.7,81,60,1009.0,24.8,113,95,63,97,22,14.7,5.5,7.2,2.2,1010.4,1006.8
2011-11-13,30.3,23.3,2.70,5.0,11.2,77,20.36,26.3,82,97,1009.2,24.8,77,96,69,100,77,13.3,4.3,7.6,0.5,1010.5,1007.6
2011-11-14,30.7,22.9,4.70,7.0,8.9,167,22.66,26.4,81,68,1008.3,23.0,167,96,62,100,16,13.0,4.2,7.6,1.0,1010.0,1005.4
2011-11-15,30.2,24.1,8.10,8.0,6.5,206,19.99,26.5,81,69,1008.0,22.0,206,95,63,96,45,12.1,4.3,6.8,1.3,1009.7,1005.1
2011-11-16,29.6,23.9,15.50,17.0,9.2,84,19.58,26.0,86,92,1007.4,27.4,84,96,70,100,47,13.0,4.1,5.8,0.4,1009.2,1005.0
2011-11-17,29.4,24.4,8.40,11.0,13.0,91,19.73,26.3,84,79,1007.2,27.0,91,94,70,96,25,15.0,6.4,9.4,0.8,1008.9,1005.1
2011-11-18,30.7,23.5,4.00,6.0,11.0,134,23.67,26.8,80,66,1007.3,22.7,134,95,65,95,9,12.4,4.8,7.6,2.1,1009.0,1005.3
2011-11-19,31.1,24.1,2.30,3.0,9.0,144,23.01,27.0,79,79,1007.5,18.7,144,91,61,100,17,12.4,4.1,6.5,0.4,1009.3,1004.9
2011-11-20,27.5,24.5,16.80,14.0,11.0,89,12.07,25.8,87,98,1007.8,21.2,89,95,81,100,90,13.6,6.0,4.7,1.1,1009.5,1006.0
2011-11-21,28.9,23.5,5.80,16.0,8.8,18,15.84,26.0,87,97,1007.1,19.8,18,96,76,100,83,11.7,4.2,5.8,0.8,1008.9,1004.4
2011-11-22,29.5,23.5,9.40,12.0,10.5,245,19.66,26.3,85,89,1006.0,22.7,245,97,74,100,49,12.0,5.2,4.7,1.8,1008.2,1003.7
2011-11-23,29.6,23.9,18.20,14.0,9.4,150,18.96,26.3,85,96,1006.0,25.6,150,95,71,100,85,12.6,4.3,4.3,0.5,1008.2,1003.2
2011-11-24,29.9,23.7,9.90,14.0,8.7,113,16.80,26.3,84,88,1005.9,19.1,113,96,71,100,48,12.8,5.3,8.3,0.8,1007.4,1003.1
2011-11-25,28.3,24.0,24.00,19.0,12.7,101,12.38,25.5,90,96,1006.1,26.3,101,96,76,100,84,14.8,5.1,4.7,1.1,1008.1,1004.5
2011-11-26,30.3,23.4,1.90,8.0,10.5,102,23.34,26.7,84,56,1005.4,29.5,102,98,68,100,21,15.2,5.8,6.1,2.5,1007.0,1003.3
2011-11-27,30.8,24.0,1.90,5.0,6.6,123,23.70,27.2,82,54,1005.4,19.8,123,95,64,94,15,11.9,3.8,6.8,1.4,1006.9,1003.1
2011-11-28,30.8,24.6,5.20,6.0,8.8,158,21.63,27.7,80,97,1005.4,22.7,158,94,67,100,88,12.7,5.5,7.2,1.5,1007.0,1003.9
2011-11-29,29.0,24.5,17.40,24.0,8.7,55,12.12,26.0,90,100,1006.2,21.2,55,96,76,100,99,11.4,4.8,5.4,1.1,1008.1,1004.7
2011-11-30,29.8,24.4,9.20,19.0,7.4,104,16.19,26.3,89,100,1005.9,25.2,104,97,76,100,99,12.4,4.4,6.1,0.7,1007.3,1004.1
2011-12-01,28.8,24.4,11.30,23.0,7.6,64,16.22,26.4,87,99,1005.7,22.3,64,96,75,100,97,13.4,4.4,6.1,0.4,1007.4,1003.0
2011-12-02,28.4,24.3,10.60,17.0,13.7,294,10.74,25.7,86,100,1006.9,35.3,294,96,74,100,98,18.2,7.4,8.6,3.6,1009.3,1005.2
2011-12-03,27.5,23.9,0.10,1.0,14.5,284,10.81,25.9,80,99,1008.2,23.8,284,91,70,100,97,14.9,6.6,6.5,2.4,1009.8,1006.6
2011-12-04,30.4,24.2,4.90,4.0,6.3,247,21.07,26.7,80,73,1008.0,17.6,247,92,63,100,17,11.7,3.9,6.1,0.8,1009.5,1005.5
2011-12-05,31.1,23.5,6.90,5.0,14.0,242,21.51,26.5,84,76,1007.5,28.4,242,98,61,99,27,15.5,7.2,9.4,3.5,1009.4,1004.8
2011-12-06,29.9,23.7,1.60,3.0,10.7,278,17.77,26.3,85,99,1007.8,26.6,278,96,71,100,96,13.0,4.7,4.3,1.5,1009.9,1006.1
2011-12-07,30.3,23.9,1.30,4.0,9.4,31,22.99,26.8,83,54,1006.6,20.2,31,96,67,100,17,11.2,4.5,4.3,1.8,1008.5,1004.2
2011-12-08,30.3,23.1,1.60,2.0,8.4,261,23.76,26.7,81,93,1006.3,19.1,261,96,66,100,52,11.8,5.0,5.8,0.8,1008.6,1003.6
2011-12-09,29.9,24.1,1.60,4.0,8.9,257,17.75,26.7,82,99,1006.4,18.7,257,93,66,100,94,12.5,5.0,5.8,1.5,1008.2,1004.1
2011-12-10,28.6,23.7,9.50,15.0,15.0,306,18.84,26.2,86,94,1007.4,27.4,306,95,76,100,78,12.8,5.8,4.7,0.5,1009.8,1005.2
2011-12-11,30.0,24.0,9.10,11.0,11.8,225,20.91,26.5,83,80,1007.5,27.4,225,96,69,100,27,13.0,5.8,3.6,3.2,1009.2,1005.0
2011-12-12,30.6,23.5,8.20,8.0,6.9,220,21.81,26.6,83,77,1007.1,22.7,220,93,65,99,44,12.8,4.5,6.1,1.3,1008.7,1004.9
2011-12-13,29.1,23.9,6.10,11.0,9.3,255,16.17,26.2,84,98,1007.0,21.6,255,96,70,100,93,12.7,4.1,5.4,1.6,1008.7,1005.0
2011-12-14,28.7,23.7,12.10,14.0,13.2,268,17.54,26.0,86,99,1007.1,27.4,268,96,75,100,93,15.1,6.8,7.9,1.1,1008.6,1005.0
2011-12-15,29.1,23.7,4.10,8.0,14.5,260,19.14,26.2,84,97,1006.1,27.7,260,93,73,100,87,17.7,8.9,10.8,6.1,1007.6,1003.8
2011-12-16,29.0,23.8,10.00,16.0,17.7,253,15.00,26.1,85,98,1006.3,43.2,253,95,76,100,89,21.1,11.5,11.9,6.8,1008.2,1004.0
2011-12-17,28.5,24.6,9.50,16.0,16.3,250,13.87,25.9,85,99,1006.4,37.4,250,92,77,100,96,22.2,11.1,12.2,7.1,1008.0,1004.5
2011-12-18,29.7,24.2,1.00,5.0,19.2,247,17.42,26.4,81,100,1006.6,41.8,247,93,69,100,99,25.7,12.8,16.2,8.7,1008.5,1004.3
2011-12-19,29.1,24.2,7.90,12.0,16.7,254,16.08,26.1,84,94,1005.5,34.6,254,94,72,100,79,22.2,11.3,16.2,7.1,1007.2,1003.5
2011-12-20,28.5,24.0,18.20,16.0,14.1,264,14.89,25.7,88,100,1005.6,29.2,264,94,76,100,97,20.7,10.8,11.9,6.1,1007.6,1003.7
2011-12-21,30.2,24.0,2.60,6.0,12.4,242,14.41,26.5,82,100,1006.1,24.8,242,94,65,100,99,17.0,9.0,12.2,6.6,1007.8,1004.1
2011-12-22,30.8,24.6,9.20,4.0,15.9,250,19.83,27.1,81,98,1005.3,33.5,250,89,69,100,85,18.6,10.3,10.4,6.1,1007.1,1002.9
2011-12-23,30.5,24.3,4.40,5.0,16.6,271,19.64,27.0,82,99,1004.3,31.0,271,92,70,100,97,17.0,8.2,4.7,1.4,1006.1,1001.8
2011-12-24,29.3,24.6,15.00,15.0,11.2,283,17.38,26.5,86,99,1005.0,29.2,283,94,75,100,96,18.4,7.0,9.4,4.3,1006.6,1002.2
2011-12-25,28.9,24.0,9.90,17.0,10.7,286,13.82,26.0,86,100,1006.9,26.6,286,94,74,100,99,14.2,5.7,9.0,1.4,1008.3,1005.2
2011-12-26,28.4,24.5,19.70,24.0,15.4,292,16.75,25.8,89,100,1008.6,34.6,292,96,79,100,98,18.8,6.4,8.3,1.3,1010.1,1006.9
2011-12-27,29.1,24.3,3.40,15.0,12.0,307,16.46,26.6,84,98,1008.6,28.4,307,96,70,100,84,14.3,5.7,7.2,0.5,1010.5,1006.0
2011-12-28,29.6,24.2,5.60,11.0,16.6,257,14.67,26.6,81,100,1009.1,31.3,257,95,64,100,99,18.0,8.9,8.6,2.3,1011.0,1006.7
2011-12-29,30.3,24.2,0.20,1.0,14.8,256,17.85,27.0,77,99,1008.9,34.2,256,90,64,100,93,17.7,8.6,10.1,5.1,1010.8,1007.0
2011-12-30,29.1,24.4,11.30,6.0,17.8,249,20.27,26.5,82,79,1008.7,38.2,249,92,71,100,21,20.8,10.7,10.4,5.4,1010.2,1007.1
2011-12-31,27.8,24.5,8.70,19.0,16.6,255,11.31,25.6,87,97,1008.8,38.2,255,92,78,100,76,23.4,11.3,15.8,8.5,1010.4,1006.6
2012-01-01,27.8,23.9,14.10,21.0,16.2,279,10.83,25.0,89,95,1008.0,28.1,279,95,79,100,65,19.7,9.1,8.6,6.2,1009.6,1006.1
2012-01-02,27.1,23.6,11.60,17.0,10.0,270,9.37,25.0,89,98,1008.7,24.5,270,96,80,100,85,15.6,6.1,10.1,3.1,1010.8,1006.9
2012-01-03,28.1,23.6,12.40,17.0,9.2,276,13.08,25.5,87,98,1009.2,23.8,276,94,76,100,81,15.3,5.5,8.3,1.9,1011.1,1007.1
2012-01-04,29.8,23.0,6.40,10.0,12.8,265,21.52,26.4,85,69,1008.9,27.0,265,98,70,100,19,14.9,6.8,8.6,4.2,1010.8,1006.4
2012-01-05,29.0,23.6,10.50,6.0,14.9,263,19.56,26.0,86,95,1008.9,33.1,263,97,71,100,77,19.7,9.6,7.9,3.1,1010.7,1006.3
2012-01-06,28.2,24.0,7.70,12.0,14.6,268,14.86,25.6,86,98,1009.3,31.7,268,92,78,100,95,20.2,10.1,13.0,7.2,1010.9,1007.2
2012-01-07,26.7,23.5,22.20,24.0,16.8,266,9.61,24.8,90,99,1009.6,35.6,266,93,82,100,95,22.8,9.9,15.1,6.0,1011.1,1007.4
2012-01-08,26.6,23.7,16.60,18.0,11.5,256,7.97,25.0,89,99,1009.1,33.5,256,94,81,100,96,20.7,8.7,8.6,4.6,1011.1,1006.4
2012-01-09,27.7,24.0,7.10,12.0,15.5,258,12.59,25.6,85,87,1007.8,40.7,258,93,74,99,38,23.2,10.4,10.1,6.4,1009.6,1005.4
2012-01-10,28.1,23.8,20.10,24.0,16.6,249,13.17,25.6,86,97,1007.0,45.0,249,93,78,100,73,29.8,12.0,16.2,7.0,1008.7,1004.9
2012-01-11,26.5,24.4,11.30,19.0,16.3,250,8.34,25.1,88,100,1007.2,41.0,250,92,83,100,98,30.1,12.6,16.9,8.5,1008.8,1005.6
2012-01-12,28.3,23.7,14.40,18.0,17.7,247,13.48,25.4,86,99,1006.8,49.7,247,94,76,100,95,29.9,11.6,16.9,8.4,1007.9,1004.6
